销售日期,单品编码,单品名称,分类编码,分类名称,正常销量(千克),打折销量(千克),总销量(千克),正常销售单价(元/千克),打折销售单价(元/千克),平均销售单价(元/千克),批发价格(元/千克),成本加成率,损耗率(%)
2020-07-04,102900011000328,螺丝椒,1011010504,辣椒类,10.238,0.444,10.682,14.0,13.2,13.966747800037446,6.0,1.327791300006241,10.18
2020-07-04,102900005116714,西兰花,1011010201,花菜类,42.815,0.0,42.815,14.0,0.0,14.0,9.27,0.5102481121898599,9.26
2020-07-04,102900005116509,青茄子(1),1011010501,茄类,24.022,0.0,24.022,4.0,0.0,4.0,1.98,1.02020202020202,5.01
2020-07-04,102900005118824,高瓜(1),1011010402,水生根茎类,3.107,0.0,3.107,10.0,0.0,10.0,5.41,0.8484288354898336,29.25
2020-07-05,102900005115823,上海青,1011010101,花叶类,11.617,0.421,12.038,10.0,9.7,9.989508223957468,6.56,0.5227908877983947,14.43
2020-07-05,102900005115984,云南油麦菜,1011010101,花叶类,12.594,0.0,12.594,6.0,0.0,6.0,3.75,0.6,12.81
2020-07-05,102900005115779,云南生菜,1011010101,花叶类,33.835,0.414,34.249,8.0,7.8,7.997582411165289,5.77,0.3860628095607087,15.25
2020-07-05,102900005118831,娃娃菜,1011010101,花叶类,10.0,3.0,13.0,6.9,6.433333333333334,6.792307692307692,4.1,0.6566604127579738,2.48
2020-07-05,102900005115946,木耳菜,1011010101,花叶类,3.568,0.0,3.568,7.0,0.0,7.0,4.31,0.6241299303944317,7.61
2020-07-05,102900005115786,竹叶菜,1011010101,花叶类,30.519,0.418,30.937,6.0,5.8,5.997297734104793,3.45,0.7383471693057369,13.62
2020-07-05,102900005116257,紫茄子(2),1011010501,茄类,26.493,0.473,26.966,7.0,6.8,6.996491878662019,4.24,0.6501160091184007,6.07
2020-07-05,102900005119975,红薯尖,1011010101,花叶类,55.159,0.0,55.159,6.0,0.0,6.0,3.6,0.6666666666666666,8.42
2020-07-05,102900005115762,苋菜,1011010101,花叶类,6.021,0.0,6.021,6.0,0.0,6.0,3.48,0.7241379310344828,18.52
2020-07-05,102900005115908,菜心,1011010101,花叶类,10.791,0.0,10.791,8.0,0.0,8.0,4.04,0.9801980198019802,13.7
2020-07-05,102900011000328,螺丝椒,1011010504,辣椒类,15.173,0.465,15.638,14.0,13.6,13.988105895894616,7.95,0.7595101755842284,10.18
2020-07-05,102900005116714,西兰花,1011010201,花菜类,42.365,0.0,42.365,14.0,0.0,14.0,9.47,0.478352692713833,9.26
2020-07-05,102900005116509,青茄子(1),1011010501,茄类,24.423,0.0,24.423,4.0,0.0,4.0,2.04,0.96078431372549,5.01
2020-07-05,102900005118824,高瓜(1),1011010402,水生根茎类,4.019,0.0,4.019,10.0,0.0,10.0,5.42,0.8450184501845018,29.25
2020-07-06,102900005115823,上海青,1011010101,花叶类,13.458,0.0,13.458,10.0,0.0,10.0,6.25,0.6,14.43
2020-07-06,102900005115984,云南油麦菜,1011010101,花叶类,11.053,0.0,11.053,6.0,0.0,6.000000000000001,3.65,0.6438356164383564,12.81
2020-07-06,102900005115779,云南生菜,1011010101,花叶类,36.532,0.0,36.532,8.0,0.0,8.0,6.48,0.2345679012345678,15.25
2020-07-06,102900011006948,外地茼蒿,1011010101,花叶类,5.4190000000000005,0.263,5.682,16.0,15.6,15.98148539246744,9.17,0.7428010242603534,26.16
2020-07-06,102900005118831,娃娃菜,1011010101,花叶类,9.0,1.0,10.0,6.9,6.6,6.87,4.06,0.6921182266009854,2.48
2020-07-06,102900005115946,木耳菜,1011010101,花叶类,3.539,0.0,3.539,7.0,0.0,7.0,4.21,0.66270783847981,7.61
2020-07-06,102900005115786,竹叶菜,1011010101,花叶类,14.131,0.0,14.131,6.0,0.0,6.0,3.18,0.8867924528301886,13.62
2020-07-06,102900005116257,紫茄子(2),1011010501,茄类,8.96,0.0,8.96,8.0,0.0,8.0,4.49,0.7817371937639197,6.07
2020-07-06,102900005119975,红薯尖,1011010101,花叶类,15.903,0.0,15.903,6.0,0.0,6.0,3.6,0.6666666666666666,8.42
2020-07-06,102900005115762,苋菜,1011010101,花叶类,5.854,0.0,5.854,6.0,0.0,6.0,3.35,0.7910447761194029,18.52
2020-07-06,102900005115908,菜心,1011010101,花叶类,10.162,0.0,10.162,8.0,0.0,8.0,4.55,0.7582417582417583,13.7
2020-07-06,102900011000328,螺丝椒,1011010504,辣椒类,10.36,0.0,10.36,14.0,0.0,14.0,8.16,0.7156862745098039,10.18
2020-07-06,102900005116714,西兰花,1011010201,花菜类,23.99,0.444,24.433999999999997,14.0,13.2,13.985462879594008,9.48,0.475259797425528,9.26
2020-07-06,102900005116509,青茄子(1),1011010501,茄类,16.434,0.0,16.434,4.0,0.0,4.0,2.05,0.951219512195122,5.01
2020-07-06,102900005118824,高瓜(1),1011010402,水生根茎类,2.708,0.381,3.0890000000000004,10.0,9.7,9.962997733894465,5.45,0.8280729786962318,29.25
2020-07-07,102900005115823,上海青,1011010101,花叶类,9.861,0.0,9.861,10.0,0.0,10.0,6.25,0.6,14.43
2020-07-07,102900005115984,云南油麦菜,1011010101,花叶类,28.214,0.0,28.214,6.0,0.0,6.0,3.73,0.6085790884718498,12.81
2020-07-07,102900005115779,云南生菜,1011010101,花叶类,30.058,0.0,30.058,10.0,0.0,10.0,6.92,0.4450867052023121,15.25
2020-07-07,102900011006948,外地茼蒿,1011010101,花叶类,3.416,0.0,3.416,16.0,0.0,16.0,9.42,0.6985138004246285,26.16
2020-07-07,102900005118831,娃娃菜,1011010101,花叶类,5.0,5.0,10.0,6.863636363636363,5.9399999999999995,6.4018181818181805,4.07,0.572928300201027,2.48
2020-07-07,102900005115946,木耳菜,1011010101,花叶类,5.059,0.0,5.059,7.0,0.0,7.000000000000001,4.21,0.6627078384798102,7.61
2020-07-07,102900005115786,竹叶菜,1011010101,花叶类,11.756,0.0,11.756,6.0,0.0,6.0,3.18,0.8867924528301886,13.62
2020-07-07,102900005116257,紫茄子(2),1011010501,茄类,14.6,0.0,14.6,8.0,0.0,8.0,4.75,0.6842105263157895,6.07
2020-07-07,102900005119975,红薯尖,1011010101,花叶类,4.698,9.423,14.121,6.0,4.0,4.665391969407265,3.6,0.2959422137242403,8.42
2020-07-07,102900005115762,苋菜,1011010101,花叶类,8.062,0.0,8.062,6.0,0.0,6.0,3.26,0.8404907975460124,18.52
2020-07-07,102900005115908,菜心,1011010101,花叶类,11.478,0.0,11.478,8.0,0.0,8.0,4.65,0.7204301075268816,13.7
2020-07-07,102900011000328,螺丝椒,1011010504,辣椒类,11.96,0.0,11.96,14.0,0.0,13.999999999999998,8.08,0.7326732673267324,10.18
2020-07-07,102900005116714,西兰花,1011010201,花菜类,23.05,0.0,23.05,14.0,0.0,13.999999999999998,9.16,0.5283842794759823,9.26
2020-07-07,102900005116509,青茄子(1),1011010501,茄类,17.512,0.0,17.512,4.0,0.0,4.0,2.05,0.951219512195122,5.01
2020-07-07,102900005118824,高瓜(1),1011010402,水生根茎类,3.117,0.0,3.117,10.0,0.0,10.0,5.46,0.8315018315018315,29.25
2020-07-08,102900005115823,上海青,1011010101,花叶类,12.569,0.0,12.569,10.0,0.0,10.0,6.25,0.6,14.43
2020-07-08,102900005115984,云南油麦菜,1011010101,花叶类,9.732,0.0,9.732,6.0,0.0,6.0,3.75,0.6,12.81
2020-07-08,102900005115779,云南生菜,1011010101,花叶类,21.339,0.0,21.339,10.0,0.0,10.0,6.92,0.4450867052023121,15.25
2020-07-08,102900005116899,净藕(1),1011010402,水生根茎类,8.239,0.0,8.239,16.0,0.0,16.0,9.0,0.7777777777777778,5.54
2020-07-08,102900011006948,外地茼蒿,1011010101,花叶类,1.146,0.0,1.146,18.0,0.0,18.0,9.81,0.8348623853211008,26.16
2020-07-08,102900005118831,娃娃菜,1011010101,花叶类,0.0,6.0,6.0,6.9,5.68,5.68,4.11,0.3819951338199511,2.48
2020-07-08,102900005115946,木耳菜,1011010101,花叶类,4.429,0.0,4.429,7.0,0.0,7.0,4.21,0.66270783847981,7.61
2020-07-08,102900005115786,竹叶菜,1011010101,花叶类,7.927,0.0,7.927,6.0,0.0,6.0,3.02,0.9867549668874172,13.62
2020-07-08,102900005116257,紫茄子(2),1011010501,茄类,18.012,0.576,18.588,8.0,6.7,7.959715945771465,5.23,0.52193421525267,6.07
2020-07-08,102900005119975,红薯尖,1011010101,花叶类,9.769,9.216,18.985,6.0,5.0,5.514564129575981,3.6,0.5318233693266614,8.42
2020-07-08,102900005115762,苋菜,1011010101,花叶类,9.079,0.0,9.079,6.0,0.0,6.0,3.24,0.8518518518518517,18.52
2020-07-08,102900005115908,菜心,1011010101,花叶类,8.835,0.0,8.835,8.0,0.0,8.0,4.78,0.6736401673640167,13.7
2020-07-08,102900011000328,螺丝椒,1011010504,辣椒类,17.396,2.647,20.043,14.0,10.0,13.47173576809859,7.55,0.7843358633243166,10.18
2020-07-08,102900005116714,西兰花,1011010201,花菜类,24.641,0.0,24.641,14.0,0.0,14.0,9.09,0.5401540154015402,9.26
2020-07-08,102900005116509,青茄子(1),1011010501,茄类,21.082,0.0,21.082,4.0,0.0,4.0,2.04,0.96078431372549,5.01
2020-07-08,102900005118824,高瓜(1),1011010402,水生根茎类,2.366,0.0,2.366,10.0,0.0,10.0,5.47,0.8281535648994517,29.25
2020-07-09,102900005115823,上海青,1011010101,花叶类,10.182,0.0,10.182,10.0,0.0,10.0,6.25,0.6,14.43
2020-07-09,102900005115984,云南油麦菜,1011010101,花叶类,14.213,0.0,14.213,6.0,0.0,6.0,3.75,0.6,12.81
2020-07-09,102900005115779,云南生菜,1011010101,花叶类,33.109,0.0,33.109,10.0,0.0,10.0,7.06,0.4164305949008499,15.25
2020-07-09,102900011006948,外地茼蒿,1011010101,花叶类,1.123,0.0,1.123,18.0,0.0,18.0,9.8,0.8367346938775508,26.16
2020-07-09,102900005118831,娃娃菜,1011010101,花叶类,9.0,0.0,9.0,6.9,0.0,6.9,4.09,0.6870415647921762,2.48
2020-07-09,102900005115946,木耳菜,1011010101,花叶类,4.013,0.0,4.013,7.0,0.0,7.0,4.22,0.6587677725118485,7.61
2020-07-09,102900005115786,竹叶菜,1011010101,花叶类,17.546,0.0,17.546,6.0,0.0,6.0,2.84,1.1126760563380282,13.62
2020-07-09,102900005116257,紫茄子(2),1011010501,茄类,9.949,0.0,9.949,8.0,0.0,8.0,5.3,0.5094339622641509,6.07
2020-07-09,102900005119975,红薯尖,1011010101,花叶类,19.198,0.0,19.198,6.0,0.0,6.0,3.6,0.6666666666666666,8.42
2020-07-09,102900005115762,苋菜,1011010101,花叶类,9.78,0.0,9.78,5.0,0.0,5.0,3.08,0.6233766233766234,18.52
2020-07-09,102900005115908,菜心,1011010101,花叶类,8.397,0.288,8.685,8.0,0.3,7.744663212435233,4.77,0.6236191221038225,13.7
2020-07-09,102900011000328,螺丝椒,1011010504,辣椒类,9.917,0.0,9.917,14.0,0.0,14.0,7.25,0.9310344827586208,10.18
2020-07-09,102900005116714,西兰花,1011010201,花菜类,25.205,0.0,25.205,14.0,0.0,14.0,9.03,0.5503875968992249,9.26
2020-07-09,102900005116509,青茄子(1),1011010501,茄类,8.217,0.0,8.217,4.0,0.0,4.0,2.04,0.96078431372549,5.01
2020-07-09,102900005118824,高瓜(1),1011010402,水生根茎类,2.106,0.0,2.106,10.0,0.0,10.0,5.47,0.8281535648994517,29.25
2020-07-10,102900005115823,上海青,1011010101,花叶类,12.567,0.21,12.777,10.0,8.6,9.97698990373327,6.25,0.5963183845973231,14.43
2020-07-10,102900005115984,云南油麦菜,1011010101,花叶类,27.308,0.97,28.278,6.0,5.5,5.982848857769292,3.75,0.5954263620718111,12.81
2020-07-10,102900005115779,云南生菜,1011010101,花叶类,12.83,0.752,13.582,10.0,9.166666666666666,9.953860501644334,7.07,0.4079010610529467,15.25
2020-07-10,102900005116899,净藕(1),1011010402,水生根茎类,6.2059999999999995,0.244,6.449999999999999,16.0,15.1,15.965953488372094,9.0,0.7739948320413438,5.54
2020-07-10,102900011006948,外地茼蒿,1011010101,花叶类,0.835,0.0,0.835,18.0,0.0,18.0,9.81,0.8348623853211008,26.16
2020-07-10,102900005118831,娃娃菜,1011010101,花叶类,9.0,5.0,14.0,6.9,6.3,6.685714285714285,4.06,0.6467276565798733,2.48
2020-07-10,102900005115946,木耳菜,1011010101,花叶类,2.02,0.358,2.378,7.0,6.5,6.924726661059713,4.23,0.6370512201086791,7.61
2020-07-10,102900005115786,竹叶菜,1011010101,花叶类,8.396,10.888,19.284,6.0,4.2,4.98369632856254,2.62,0.9021741712070762,13.62
2020-07-10,102900005116257,紫茄子(2),1011010501,茄类,12.919,2.87,15.789,8.0,7.325,7.877303819114573,5.5,0.4322370580208314,6.07
2020-07-10,102900005119975,红薯尖,1011010101,花叶类,16.458,0.819,17.276999999999997,6.0,4.45,5.926523702031603,3.6,0.6462565838976675,8.42
2020-07-10,102900005115762,苋菜,1011010101,花叶类,5.964,1.105,7.069000000000001,5.0,4.6,4.937473475739142,2.41,1.0487441808046232,18.52
2020-07-10,102900005115908,菜心,1011010101,花叶类,9.916,1.591,11.507,8.0,7.325,7.9066720257234735,4.76,0.6610655516225785,13.7
2020-07-10,102900011000328,螺丝椒,1011010504,辣椒类,20.721,0.618,21.339,12.0,11.05,11.972486995641782,7.32,0.6355856551423199,10.18
2020-07-10,102900005116714,西兰花,1011010201,花菜类,26.1,1.832,27.932,14.0,12.975,13.932772447372187,8.82,0.5796794158018355,9.26
2020-07-10,102900005116509,青茄子(1),1011010501,茄类,14.573,0.452,15.025,4.0,3.6,3.987966722129784,2.1,0.899031772442754,5.01
2020-07-10,102900005118824,高瓜(1),1011010402,水生根茎类,2.575,0.0,2.575,10.0,0.0,10.0,5.44,0.838235294117647,29.25
2020-07-11,102900005115823,上海青,1011010101,花叶类,20.957,1.513,22.47,10.0,9.45,9.962966177125056,6.25,0.5940745883400089,14.43
2020-07-11,102900005115984,云南油麦菜,1011010101,花叶类,42.764,5.821,48.585,6.0,5.093333333333334,5.891371685362424,3.75,0.5710324494299798,12.81
2020-07-11,102900005115779,云南生菜,1011010101,花叶类,18.45,1.613,20.063,10.0,8.049999999999999,9.84322633703833,7.03,0.4001744433909429,15.25
2020-07-11,102900005116899,净藕(1),1011010402,水生根茎类,5.942,1.522,7.464,16.0,14.775,15.750207663451231,9.0,0.7500230737168034,5.54
2020-07-11,102900011006948,外地茼蒿,1011010101,花叶类,6.047,0.556,6.603,18.0,13.2,17.59582008178101,10.61,0.6584184808464667,26.16
2020-07-11,102900005118831,娃娃菜,1011010101,花叶类,13.0,3.0,16.0,6.9,6.366666666666667,6.800000000000001,4.04,0.6831683168316833,2.48
2020-07-11,102900005115946,木耳菜,1011010101,花叶类,2.98,0.0,2.98,7.0,0.0,7.0,4.24,0.6509433962264151,7.61
2020-07-11,102900005115786,竹叶菜,1011010101,花叶类,20.175,3.4130000000000003,23.588,5.0,4.5,4.927653891809395,2.37,1.079178857303542,13.62
2020-07-11,102900005116257,紫茄子(2),1011010501,茄类,29.464,4.561,34.025,8.0,7.2875,7.904490448199853,5.42,0.4583930716235891,6.07
2020-07-11,102900005119975,红薯尖,1011010101,花叶类,13.347,1.003,14.35,6.0,5.25,5.947578397212543,3.6,0.6521051103368174,8.42
2020-07-11,102900005115762,苋菜,1011010101,花叶类,6.788,1.746,8.534,5.0,4.55,4.907932973986407,2.38,1.0621567117589945,18.52
2020-07-11,102900005115908,菜心,1011010101,花叶类,12.184,0.489,12.673,8.0,7.2,7.969131223861752,4.77,0.6706774054217511,13.7
2020-07-11,102900011000328,螺丝椒,1011010504,辣椒类,32.347,4.3580000000000005,36.705,12.0,10.891666666666666,11.86840711982927,7.51,0.5803471531064274,10.18
2020-07-11,102900005116714,西兰花,1011010201,花菜类,33.401,3.32,36.721,14.0,12.271428571428572,13.843717296836765,8.91,0.5537280916764046,9.26
2020-07-11,102900005116509,青茄子(1),1011010501,茄类,30.859,3.393,34.251999999999995,4.0,3.66,3.9663196309704545,2.19,0.8111048543244085,5.01
2020-07-11,102900005118824,高瓜(1),1011010402,水生根茎类,1.464,0.0,1.464,10.0,0.0,10.0,5.41,0.8484288354898336,29.25
2020-07-12,102900005115823,上海青,1011010101,花叶类,12.99,0.812,13.802,10.0,9.0,9.941167946674396,6.25,0.5905868714679033,14.43
2020-07-12,102900005115984,云南油麦菜,1011010101,花叶类,58.774,7.994,66.768,6.0,5.231578947368422,5.907998473898621,3.75,0.5754662597062989,12.81
2020-07-12,102900005115779,云南生菜,1011010101,花叶类,26.44,3.5980000000000003,30.038,10.0,8.936363636363636,9.872595923950875,6.92,0.4266757115535947,15.25
2020-07-12,102900005116899,净藕(1),1011010402,水生根茎类,8.26,1.057,9.317,16.0,14.566666666666668,15.8373904332582,9.0,0.7597100481398,5.54
2020-07-12,102900011006948,外地茼蒿,1011010101,花叶类,2.376,0.0,2.376,18.0,0.0,18.0,11.06,0.6274864376130198,26.16
2020-07-12,102900005118831,娃娃菜,1011010101,花叶类,15.0,0.0,15.0,6.9,0.0,6.9,4.05,0.7037037037037038,2.48
2020-07-12,102900005115946,木耳菜,1011010101,花叶类,5.1739999999999995,0.0,5.1739999999999995,7.0,0.0,7.0,4.43,0.580135440180587,7.61
2020-07-12,102900051000944,洪湖藕带,1011010402,水生根茎类,2.461,0.312,2.7729999999999997,29.8,25.6,29.327443202307975,24.05,0.2194363077882733,24.05
2020-07-12,102900005115786,竹叶菜,1011010101,花叶类,30.973,2.09,33.063,5.0,4.4799999999999995,4.967129419592898,2.24,1.2174684908896864,13.62
2020-07-12,102900005116257,紫茄子(2),1011010501,茄类,36.555,4.586,41.141,8.0,6.5,7.832794535864467,5.05,0.5510484229434589,6.07
2020-07-12,102900005119975,红薯尖,1011010101,花叶类,10.118,2.978,13.096,6.0,5.5625,5.900513515577275,3.6,0.6390315321047987,8.42
2020-07-12,102900005115762,苋菜,1011010101,花叶类,7.087,1.044,8.131,5.0,4.55,4.942221129012422,2.39,1.0678749493775823,18.52
2020-07-12,102900005115908,菜心,1011010101,花叶类,17.37,2.079,19.449,8.0,7.340000000000001,7.9294493290143455,4.86,0.6315739360111821,13.7
2020-07-12,102900011000328,螺丝椒,1011010504,辣椒类,5.429,0.826,6.255,12.0,9.666666666666666,11.691873168132162,6.27,0.8647325627005044,10.18
2020-07-12,102900005116714,西兰花,1011010201,花菜类,37.049,3.641,40.69,14.0,12.2875,13.846763025313347,8.49,0.6309497085174731,9.26
2020-07-12,102900005116509,青茄子(1),1011010501,茄类,21.634,2.236,23.87,4.0,3.6,3.9625303728529535,2.22,0.7849235913752042,5.01
2020-07-12,102900005118824,高瓜(1),1011010402,水生根茎类,1.904,0.0,1.904,10.0,0.0,10.0,5.41,0.8484288354898336,29.25
2020-07-13,102900005115823,上海青,1011010101,花叶类,11.174,1.3330000000000002,12.507,10.0,8.25,9.813484448708722,6.25,0.5701575117933956,14.43
2020-07-13,102900005115984,云南油麦菜,1011010101,花叶类,23.868,1.421,25.289,6.0,5.366666666666667,5.964412722263963,3.75,0.59051005927039,12.81
2020-07-13,102900005115779,云南生菜,1011010101,花叶类,30.459,2.526,32.985,10.0,8.9,9.91576170986812,6.92,0.4329135418884569,15.25
2020-07-13,102900005116899,净藕(1),1011010402,水生根茎类,7.956,0.551,8.507,16.0,13.6,15.844551545785825,9.0,0.760505727309536,5.54
2020-07-13,102900005118831,娃娃菜,1011010101,花叶类,7.0,1.0,8.0,6.9,6.5,6.8500000000000005,4.05,0.6913580246913582,2.48
