销售日期,单品编码,单品名称,分类编码,分类名称,正常销量(千克),打折销量(千克),总销量(千克),正常销售单价(元/千克),打折销售单价(元/千克),平均销售单价(元/千克),批发价格(元/千克),成本加成率,损耗率(%)
2023-06-25,102900011031100,小米椒(份),1011010504,辣椒类,17.0,0.0,17.0,5.8,0.0,5.8,1.94,1.9896907216494848,9.43
2023-06-25,102900011023464,小青菜(1),1011010101,花叶类,4.788,0.0,4.788,5.2,0.0,5.2,3.0,0.7333333333333334,10.33
2023-06-25,102900005115946,木耳菜,1011010101,花叶类,4.548,0.0,4.548,6.0,0.0,6.0,3.25,0.8461538461538461,7.61
2023-06-25,102900051000944,洪湖藕带,1011010402,水生根茎类,1.757,2.984,4.741,26.0,15.6,19.454207973001477,18.0,0.0807893318334153,24.05
2023-06-25,106971533450003,海鲜菇(包),1011010801,食用菌,7.0,4.0,11.0,3.0,2.4,2.7818181818181817,1.96,0.4192949907235621,0.0
2023-06-25,102900005115786,竹叶菜,1011010101,花叶类,13.941,0.0,13.941,4.0,0.0,4.0,2.37,0.6877637130801687,13.62
2023-06-25,102900005116257,紫茄子(2),1011010501,茄类,16.448,0.0,16.448,6.0,0.0,6.0,3.8,0.5789473684210527,6.07
2023-06-25,102900011035078,红椒(2),1011010504,辣椒类,0.89,0.505,1.395,20.0,12.0,17.10394265232975,12.8,0.3362455197132616,9.43
2023-06-25,102900011007969,红莲藕带,1011010402,水生根茎类,0.579,0.0,0.579,9.2,0.0,9.2,5.68,0.6197183098591549,16.63
2023-06-25,102900005119975,红薯尖,1011010101,花叶类,3.0869999999999997,0.0,3.0869999999999997,6.0,0.0,6.0,3.6,0.6666666666666666,8.42
2023-06-25,102900011016701,芜湖青椒(1),1011010504,辣椒类,11.883,0.0,11.883,5.2,0.0,5.2,3.46,0.5028901734104047,5.7
2023-06-25,102900005115762,苋菜,1011010101,花叶类,9.824,0.0,9.824,4.0,0.0,4.0,2.34,0.7094017094017095,18.52
2023-06-25,102900005115908,菜心,1011010101,花叶类,1.242,0.0,1.242,6.0,0.0,6.0,4.6,0.3043478260869566,13.7
2023-06-25,102900005118817,菠菜,1011010101,花叶类,2.293,0.0,2.293,14.0,0.0,14.0,9.63,0.4537902388369677,18.51
2023-06-25,102900011001691,菱角,1011010402,水生根茎类,1.483,0.0,1.483,14.0,0.0,14.0,9.18,0.5250544662309369,9.61
2023-06-25,102900011031926,虫草花(份),1011010801,食用菌,0.0,1.0,1.0,0.0,2.3,2.3,2.66,-0.1353383458646617,9.43
2023-06-25,102900011000328,螺丝椒,1011010504,辣椒类,5.332,0.0,5.332,10.0,0.0,10.0,6.24,0.6025641025641025,10.18
2023-06-25,102900011032251,螺丝椒(份),1011010504,辣椒类,13.0,0.0,13.0,3.899999999999999,0.0,3.899999999999999,2.75,0.418181818181818,9.43
2023-06-25,102900005116714,西兰花,1011010201,花菜类,10.681,0.0,10.681,14.0,0.0,14.0,8.15,0.7177914110429447,9.26
2023-06-25,102900005115250,西峡花菇(1),1011010801,食用菌,4.271,0.0,4.271,24.0,0.0,24.0,15.6,0.5384615384615385,10.8
2023-06-25,106949711300259,金针菇(盒),1011010801,食用菌,11.0,0.0,11.0,2.0,0.0,2.0,1.46,0.3698630136986301,0.45
2023-06-25,102900011022764,长线茄,1011010501,茄类,2.493,0.0,2.493,12.0,0.0,12.0,6.94,0.7291066282420748,6.9
2023-06-25,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,1.0,1.0,2.0,5.8,3.5,4.65,3.44,0.3517441860465117,9.43
2023-06-25,102900005116509,青茄子(1),1011010501,茄类,3.758,0.0,3.758,6.0,0.0,6.000000000000001,4.12,0.4563106796116506,5.01
2023-06-25,102900005118824,高瓜(1),1011010402,水生根茎类,1.291,1.066,2.357,16.0,9.6,13.10547305897327,11.3,0.1597763769002893,29.25
2023-06-25,102900011032732,高瓜(2),1011010402,水生根茎类,1.589,0.5,2.089,18.0,10.8,16.276687410244136,13.23,0.2302862743948704,9.43
2023-06-26,102900011032343,七彩椒(2),1011010504,辣椒类,1.121,0.385,1.506,20.8,16.65,19.7390770252324,11.92,0.655962837687282,9.43
2023-06-26,102900005115823,上海青,1011010101,花叶类,1.42,0.0,1.42,8.0,0.0,8.0,4.08,0.96078431372549,14.43
2023-06-26,102900005115984,云南油麦菜,1011010101,花叶类,0.573,0.0,0.573,7.2,0.0,7.199999999999999,4.48,0.6071428571428569,12.81
2023-06-26,102900011030097,云南油麦菜(份),1011010101,花叶类,5.0,9.0,14.0,4.5,2.9000000000000004,3.4714285714285715,2.79,0.2442396313364055,9.43
2023-06-26,102900005115779,云南生菜,1011010101,花叶类,7.971,0.0,7.971,9.2,0.0,9.2,5.76,0.5972222222222222,15.25
2023-06-26,102900011030059,云南生菜(份),1011010101,花叶类,2.0,2.0,4.0,4.5,2.7,3.6,3.59,0.0027855153203343,9.43
2023-06-26,102900005116899,净藕(1),1011010402,水生根茎类,3.998,0.495,4.492999999999999,16.0,8.0,15.118628978410865,11.0,0.3744208162191693,5.54
2023-06-26,102900011034330,双孢菇(盒),1011010801,食用菌,7.0,4.0,11.0,5.5,4.4,5.1000000000000005,3.42,0.4912280701754388,0.2
2023-06-26,102900011006948,外地茼蒿,1011010101,花叶类,1.862,0.0,1.862,13.2,0.0,13.2,8.93,0.4781634938409854,26.16
2023-06-26,102900011008164,奶白菜,1011010101,花叶类,7.636,0.0,7.636,5.2,0.0,5.2,2.47,1.1052631578947367,15.68
2023-06-26,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,6.0,2.0,8.0,4.8,3.85,4.5625,2.61,0.7480842911877396,9.43
2023-06-26,102900005118831,娃娃菜,1011010101,花叶类,2.0,1.0,3.0,6.8,4.1,5.8999999999999995,4.84,0.2190082644628098,2.48
2023-06-26,102900011032022,小皱皮(份),1011010504,辣椒类,14.0,1.0,15.0,2.8,2.8,2.7999999999999994,1.43,0.9580419580419576,9.43
2023-06-26,102900011031100,小米椒(份),1011010504,辣椒类,18.0,2.0,20.0,5.8,4.65,5.685,2.05,1.773170731707317,9.43
2023-06-26,102900011023464,小青菜(1),1011010101,花叶类,5.446,0.0,5.446,5.2,0.0,5.2,3.0,0.7333333333333334,10.33
2023-06-26,102900005115946,木耳菜,1011010101,花叶类,6.125,3.927,10.052,6.0,3.5,5.0233286908078,3.27,0.5361861439779204,7.61
2023-06-26,102900051000944,洪湖藕带,1011010402,水生根茎类,2.7840000000000003,0.0,2.7840000000000003,26.0,0.0,25.999999999999996,18.0,0.4444444444444442,24.05
2023-06-26,106971533450003,海鲜菇(包),1011010801,食用菌,2.0,2.0,4.0,3.0,1.8,2.4,1.96,0.2244897959183673,0.0
2023-06-26,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,0.0,1.0,7.8,0.0,7.8,3.58,1.1787709497206702,6.57
2023-06-26,102900005115786,竹叶菜,1011010101,花叶类,12.022,0.0,12.022,4.0,0.0,4.0,2.42,0.6528925619834711,13.62
2023-06-26,102900005116257,紫茄子(2),1011010501,茄类,16.395,0.0,16.395,6.0,0.0,6.0,3.8,0.5789473684210527,6.07
2023-06-26,102900011035078,红椒(2),1011010504,辣椒类,1.905,0.0,1.905,20.0,0.0,20.0,12.78,0.564945226917058,9.43
2023-06-26,102900011007969,红莲藕带,1011010402,水生根茎类,0.349,0.0,0.349,9.2,0.0,9.2,5.67,0.6225749559082892,16.63
2023-06-26,102900005119975,红薯尖,1011010101,花叶类,3.49,0.0,3.49,6.0,0.0,6.0,3.6,0.6666666666666666,8.42
2023-06-26,102900011016701,芜湖青椒(1),1011010504,辣椒类,10.334,0.0,10.334,5.2,0.0,5.2,3.48,0.4942528735632184,5.7
2023-06-26,102900005115762,苋菜,1011010101,花叶类,7.777,0.0,7.777,4.0,0.0,4.0,2.33,0.7167381974248926,18.52
2023-06-26,102900005118817,菠菜,1011010101,花叶类,1.275,0.0,1.275,14.0,0.0,14.0,9.66,0.4492753623188406,18.51
2023-06-26,102900011031926,虫草花(份),1011010801,食用菌,4.0,0.0,4.0,3.8,0.0,3.8,2.66,0.4285714285714284,9.43
2023-06-26,102900011000328,螺丝椒,1011010504,辣椒类,6.44,0.0,6.44,12.0,0.0,12.0,6.6,0.8181818181818182,10.18
2023-06-26,102900011032251,螺丝椒(份),1011010504,辣椒类,7.0,0.0,7.0,3.9,0.0,3.9,2.93,0.3310580204778156,9.43
2023-06-26,102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,2.0,1.0,3.0,5.8,3.5,5.033333333333333,3.44,0.4631782945736434,0.84
2023-06-26,102900005116714,西兰花,1011010201,花菜类,8.083,0.0,8.083,14.0,0.0,14.0,7.94,0.7632241813602014,9.26
2023-06-26,102900005115250,西峡花菇(1),1011010801,食用菌,3.582,0.0,3.582,24.0,0.0,23.999999999999996,15.6,0.5384615384615382,10.8
2023-06-26,106949711300259,金针菇(盒),1011010801,食用菌,8.0,1.0,9.0,2.0,1.2,1.911111111111111,1.44,0.3271604938271604,0.45
2023-06-26,102900011022764,长线茄,1011010501,茄类,1.271,0.0,1.271,12.0,0.0,12.0,6.94,0.7291066282420748,6.9
2023-06-26,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,0.0,1.0,1.0,0.0,3.5,3.5,3.36,0.0416666666666667,9.43
2023-06-26,102900011032237,青线椒(份),1011010504,辣椒类,1.0,0.0,1.0,3.8,0.0,3.8,2.55,0.4901960784313726,9.43
2023-06-26,102900005116509,青茄子(1),1011010501,茄类,3.558,0.0,3.558,6.0,0.0,6.0,4.11,0.45985401459854,5.01
2023-06-26,102900005118824,高瓜(1),1011010402,水生根茎类,1.973,0.0,1.973,16.0,0.0,16.0,11.65,0.3733905579399141,29.25
2023-06-26,102900011032732,高瓜(2),1011010402,水生根茎类,0.289,0.496,0.7849999999999999,18.0,12.6,14.588025477707006,13.35,0.0927359908394761,9.43
2023-06-26,102900011030929,鲜木耳(份),1011010801,食用菌,0.0,4.0,4.0,0.0,2.425,2.425,1.3,0.8653846153846152,9.43
2023-06-27,102900011032343,七彩椒(2),1011010504,辣椒类,0.999,1.102,2.101,20.8,14.16,17.317239409804856,12.53,0.3820622034959981,9.43
2023-06-27,102900005115823,上海青,1011010101,花叶类,1.823,0.0,1.823,8.0,0.0,8.0,4.08,0.96078431372549,14.43
2023-06-27,102900005115984,云南油麦菜,1011010101,花叶类,0.293,0.0,0.293,7.2,0.0,7.2,2.66,1.706766917293233,12.81
2023-06-27,102900011030097,云南油麦菜(份),1011010101,花叶类,15.0,3.0,18.0,4.5,3.6,4.35,2.8,0.5535714285714285,9.43
2023-06-27,102900005115779,云南生菜,1011010101,花叶类,0.251,0.0,0.251,9.2,0.0,9.2,5.74,0.6027874564459929,15.25
2023-06-27,102900011030059,云南生菜(份),1011010101,花叶类,22.0,1.0,23.0,4.5,3.6,4.460869565217391,3.58,0.2460529511780421,9.43
2023-06-27,102900005116899,净藕(1),1011010402,水生根茎类,3.008,1.346,4.354,16.0,8.0,13.526871841984384,10.64,0.2713225415398855,5.54
2023-06-27,102900011034330,双孢菇(盒),1011010801,食用菌,6.0,4.0,10.0,5.5,3.3,4.62,3.4,0.3588235294117647,0.2
2023-06-27,102900051000463,圆茄子(2),1011010501,茄类,0.553,0.0,0.553,8.0,0.0,8.0,4.41,0.8140589569160998,6.71
2023-06-27,102900011006948,外地茼蒿,1011010101,花叶类,0.996,0.0,0.996,13.2,0.0,13.2,9.19,0.4363438520130577,26.16
2023-06-27,102900011008164,奶白菜,1011010101,花叶类,6.8420000000000005,0.0,6.8420000000000005,5.2,0.0,5.2,2.42,1.1487603305785126,15.68
2023-06-27,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,8.0,0.0,8.0,4.8,0.0,4.8,2.29,1.096069868995633,9.43
2023-06-27,102900005118831,娃娃菜,1011010101,花叶类,15.0,4.0,19.0,6.8,5.449999999999999,6.515789473684211,4.85,0.3434617471513838,2.48
2023-06-27,102900011032022,小皱皮(份),1011010504,辣椒类,4.0,2.0,6.0,2.8,1.7,2.433333333333333,1.43,0.7016317016317015,9.43
2023-06-27,102900011031100,小米椒(份),1011010504,辣椒类,19.0,0.0,19.0,5.8,0.0,5.8,2.07,1.801932367149759,9.43
2023-06-27,102900011023464,小青菜(1),1011010101,花叶类,3.005,0.0,3.005,5.2,0.0,5.2,2.91,0.7869415807560137,10.33
2023-06-27,102900005115946,木耳菜,1011010101,花叶类,2.819,2.215,5.034,6.0,3.6,4.9439809296781885,3.28,0.5073112590482283,7.61
2023-06-27,102900011036686,木耳菜(份),1011010101,花叶类,0.0,1.0,1.0,0.0,3.9,3.9,1.46,1.6712328767123288,9.43
2023-06-27,102900051000944,洪湖藕带,1011010402,水生根茎类,1.588,3.392,4.98,26.0,15.363636363636363,18.755312157721796,18.0,0.0419617865400998,24.05
2023-06-27,106971533450003,海鲜菇(包),1011010801,食用菌,11.0,0.0,11.0,3.0,0.0,3.0,1.95,0.5384615384615385,0.0
2023-06-27,102900005115786,竹叶菜,1011010101,花叶类,14.095,0.0,14.095,4.0,0.0,4.0,2.47,0.6194331983805667,13.62
2023-06-27,102900011033982,紫茄子(1),1011010501,茄类,0.512,0.0,0.512,9.0,0.0,9.0,4.34,1.0737327188940091,9.43
2023-06-27,102900005116257,紫茄子(2),1011010501,茄类,4.095,0.0,4.095,6.0,0.0,6.0,3.8,0.5789473684210527,6.07
2023-06-27,102900011035078,红椒(2),1011010504,辣椒类,1.41,0.19,1.6,20.0,12.0,19.05,12.91,0.4756003098373354,9.43
2023-06-27,102900011007969,红莲藕带,1011010402,水生根茎类,0.218,0.0,0.218,9.2,0.0,9.2,5.69,0.6168717047451667,16.63
2023-06-27,102900005119975,红薯尖,1011010101,花叶类,7.056,0.0,7.056,5.2,0.0,5.2,3.44,0.5116279069767442,8.42
2023-06-27,102900011016701,芜湖青椒(1),1011010504,辣椒类,17.095,0.0,17.095,5.2,0.0,5.2,3.4,0.5294117647058825,5.7
2023-06-27,102900005115762,苋菜,1011010101,花叶类,11.061,0.0,11.061,4.0,0.0,4.0,2.34,0.7094017094017095,18.52
2023-06-27,102900005115908,菜心,1011010101,花叶类,0.822,0.0,0.822,6.0,0.0,6.0,4.61,0.3015184381778741,13.7
2023-06-27,102900011030110,菠菜(份),1011010101,花叶类,7.0,8.0,15.0,6.8,4.425,5.533333333333333,4.13,0.3397901533494754,9.43
2023-06-27,102900011001691,菱角,1011010402,水生根茎类,1.269,0.0,1.269,14.0,0.0,14.0,9.18,0.5250544662309369,9.61
2023-06-27,102900011031926,虫草花(份),1011010801,食用菌,0.0,1.0,1.0,0.0,2.3,2.3,2.67,-0.1385767790262172,9.43
2023-06-27,102900011000328,螺丝椒,1011010504,辣椒类,4.324,0.0,4.324,12.0,0.0,12.0,7.64,0.5706806282722514,10.18
2023-06-27,102900011032251,螺丝椒(份),1011010504,辣椒类,5.0,0.0,5.0,5.9,0.0,5.9,2.93,1.0136518771331058,9.43
2023-06-27,102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,1.0,0.0,1.0,5.8,0.0,5.8,3.12,0.8589743589743588,0.84
2023-06-27,102900005116714,西兰花,1011010201,花菜类,14.272,0.0,14.272,12.0,0.0,12.0,7.8,0.5384615384615385,9.26
2023-06-27,102900005115250,西峡花菇(1),1011010801,食用菌,3.708,0.0,3.708,24.0,0.0,24.0,15.6,0.5384615384615385,10.8
2023-06-27,102900011018132,野生粉藕,1011010402,水生根茎类,1.441,0.0,1.441,26.0,0.0,26.0,16.07,0.6179215930304915,12.69
2023-06-27,106949711300259,金针菇(盒),1011010801,食用菌,4.0,8.0,12.0,2.0,1.2,1.4666666666666668,1.46,0.0045662100456622,0.45
2023-06-27,102900011022764,长线茄,1011010501,茄类,2.332,0.0,2.332,12.0,0.0,12.0,6.99,0.7167381974248926,6.9
2023-06-27,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,4.0,0.0,4.0,5.8,0.0,5.8,3.06,0.8954248366013071,9.43
2023-06-27,102900005116509,青茄子(1),1011010501,茄类,0.923,0.0,0.923,6.0,0.0,6.0,3.98,0.507537688442211,5.01
2023-06-27,102900005118824,高瓜(1),1011010402,水生根茎类,1.197,2.75,3.947,16.0,10.4,12.098302508234102,11.64,0.0393730677177063,29.25
2023-06-27,102900011032732,高瓜(2),1011010402,水生根茎类,0.0,0.245,0.245,0.0,18.0,18.0,13.39,0.344286781179985,9.43
2023-06-28,102900011032343,七彩椒(2),1011010504,辣椒类,1.528,0.0,1.528,20.8,0.0,20.8,12.84,0.6199376947040499,9.43
2023-06-28,102900005115823,上海青,1011010101,花叶类,5.553,0.0,5.553,8.0,0.0,8.0,4.08,0.96078431372549,14.43
2023-06-28,102900011030097,云南油麦菜(份),1011010101,花叶类,12.0,9.0,21.0,4.5,2.9000000000000004,3.814285714285714,2.86,0.3336663336663336,9.43
2023-06-28,102900011030059,云南生菜(份),1011010101,花叶类,32.0,1.0,33.0,4.5,4.5,4.5,3.85,0.1688311688311688,9.43
2023-06-28,102900005116899,净藕(1),1011010402,水生根茎类,2.883,3.704,6.587,16.0,10.285714285714286,12.786744453360518,10.6,0.2062966465434451,5.54
2023-06-28,102900011034330,双孢菇(盒),1011010801,食用菌,11.0,2.0,13.0,5.5,2.8,5.084615384615384,3.4,0.4954751131221719,0.2
2023-06-28,102900051000463,圆茄子(2),1011010501,茄类,2.209,0.0,2.209,5.2,0.0,5.2,3.64,0.4285714285714285,6.71
2023-06-28,102900011008164,奶白菜,1011010101,花叶类,8.488,0.0,8.488,5.2,0.0,5.2,2.73,0.9047619047619048,15.68
2023-06-28,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,5.0,0.0,5.0,4.8,0.0,4.8,2.29,1.096069868995633,9.43
2023-06-28,102900005118831,娃娃菜,1011010101,花叶类,14.0,3.0,17.0,6.8,5.0,6.482352941176471,4.85,0.3365676167374167,2.48
2023-06-28,102900011032022,小皱皮(份),1011010504,辣椒类,6.0,7.0,13.0,2.7999999999999994,1.4857142857142855,2.092307692307692,1.21,0.7291799109980927,9.43
2023-06-28,102900011031100,小米椒(份),1011010504,辣椒类,18.0,0.0,18.0,5.8,0.0,5.8,2.17,1.672811059907834,9.43
2023-06-28,102900011023464,小青菜(1),1011010101,花叶类,2.5780000000000003,0.0,2.5780000000000003,5.2,0.0,5.2,2.6,1.0,10.33
2023-06-28,102900005115946,木耳菜,1011010101,花叶类,5.909,3.557,9.466,6.0,4.08,5.278529473906613,3.24,0.6291757635514238,7.61
2023-06-28,102900011034026,枝江青梗散花,1011010201,花菜类,2.668,0.0,2.668,14.0,0.0,14.0,9.94,0.4084507042253522,9.43
2023-06-28,102900051000944,洪湖藕带,1011010402,水生根茎类,0.944,3.024,3.968,26.0,14.444444444444445,17.193548387096772,18.0,-0.0448028673835126,24.05
2023-06-28,106971533450003,海鲜菇(包),1011010801,食用菌,6.0,0.0,6.0,3.0,0.0,3.0,1.96,0.5306122448979592,0.0
2023-06-28,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,0.0,1.0,6.8,0.0,6.8,3.57,0.9047619047619048,6.57
2023-06-28,102900005115786,竹叶菜,1011010101,花叶类,13.151,0.0,13.151,3.4,0.0,3.4,2.25,0.5111111111111111,13.62
2023-06-28,102900005116257,紫茄子(2),1011010501,茄类,6.075,0.0,6.075,6.0,0.0,6.0,3.8,0.5789473684210527,6.07
2023-06-28,102900011035078,红椒(2),1011010504,辣椒类,0.905,0.42,1.325,20.0,16.0,18.732075471698113,12.81,0.4623009735907972,9.43
2023-06-28,102900011007969,红莲藕带,1011010402,水生根茎类,1.037,0.0,1.037,9.2,0.0,9.2,5.71,0.6112084063047284,16.63
