文物编号,纹饰,类型,颜色,表面风化,ILR1,ILR2,ILR3,ILR4,ILR5,ILR6,ILR7,ILR8,ILR9,ILR10,ILR11,ILR12,ILR13
41,C,铅钡,浅绿,风化,2.5725191778949057,1.5656656912911533,-0.9907552399666844,-0.2333695378040029,-0.3719061314675039,0.2603909658753011,2.3235898319057577,-3.08687478206815,-1.3297813899718505,-0.9466018619574939,1.7827565959804466,1.6086367260104302,1.489308214172767
42,A,铅钡,浅蓝,风化,1.552364024983504,3.450678269770391,2.0438564663898284,0.6470099112587085,-0.7562975555075816,1.400533155089804,-0.34885198437045134,-2.24336262237724,-1.3646284481286033,4.092433215725844,2.322790401647411,1.1136418529937064,1.0310320114495222
43,C,铅钡,浅蓝,风化,2.4981953578907627,1.4423337623665053,-1.1086666840281867,0.7911641031356931,-0.3797722300333118,0.5751870508159721,-0.587178169131599,-3.0864654678892895,-0.5843223690059776,-0.7150942635231043,1.6904433881884262,1.6585057352160173,1.535477945251042
44,A,铅钡,浅蓝,风化,2.1129676755744304,3.4472049639431876,0.38485071287191364,1.5699526807006001,-1.64113201619819,1.2073039777582202,1.5905332766705502,-1.8544744993735736,-0.749562178466528,1.527985218503705,2.0515616476443723,1.228161695253803,1.1370567832367018
45,A,铅钡,浅蓝,无风化,2.2182840598519853,3.8817592531748093,0.9842566053983867,0.875772060249787,-1.0290142755367195,1.2398075469644236,1.0417265343568458,-2.293284803587484,-1.6928479351089172,1.3895193885228356,2.034978969906599,1.1027057844842003,1.020907179410932
46,A,铅钡,浅蓝,无风化,3.303632615102946,2.4996368666145434,1.1392984617111395,-0.16731170166317483,-1.098507724253095,1.133789473656246,0.60816140980911,-2.754235606973864,-1.590428882607842,2.2970742129433694,1.3640526089740062,1.078855904176416,0.9988264808448155
47,A,铅钡,浅蓝,无风化,1.6994199610515537,3.2484816026720345,1.3455972189127936,1.3598474148548871,-0.361886441310368,1.3640678649468916,0.9432362618026827,-2.6240406046687514,-1.3866705322510524,3.060169613617451,0.7445825212934734,1.1871903990326065,1.0991247336813827
48,A,铅钡,浅蓝,风化,2.9695957439975245,2.462645151892349,-0.1432664280318447,0.43011402799761,-1.640658576780378,1.0058768747326514,1.5264488305092918,-1.8832213933602722,-0.9586102996419261,0.938698710509112,2.275439114533816,0.5017573348507776,1.371355252368869
49,A,铅钡,黑,风化,3.125285714877991,2.790548849305787,-0.7115426616683578,0.26638455919569554,-1.1452114134475384,0.03762057525000242,1.200940299543573,-2.624228989030959,-0.7198281280524396,-1.0367778101192489,1.9355091337729882,1.5130623275713022,1.400823515074152
50,A,铅钡,黑,风化,2.947881091040855,1.7019599414514455,-0.4142112005724333,1.3179097758196967,-0.5550459194867572,2.220787217973264,0.32091339721369944,-3.2128778608815916,-1.6444197024420724,-1.033119280844171,1.600357774786443,1.3849395557448023,1.2822048776786061
51,C,铅钡,浅蓝,风化,2.7288612645000274,1.5755087856402334,-0.7876461307917298,0.45756329449342686,-0.610661689638527,0.9399785287655024,0.5566361786506014,-3.059520322801617,-0.5292382565497492,-1.0830329704720303,2.6169621075012546,2.2279890306198697,1.3654372441703237
52,C,铅钡,浅蓝,风化,2.156106704496716,1.9938791271985339,0.07765732405281801,1.32810814573613,0.4031594337401512,1.838797687939561,0.5513283824583368,-3.4883920829010076,-1.504845180264721,-0.9662751523206988,1.571992260262887,1.3476053854972945,1.2476401524551328
53,A,铅钡,浅蓝,风化,2.150805923068472,3.951828658262874,1.0979825433979375,0.511067784646197,-1.107831508867265,1.3520516963585048,1.1205914538837531,-2.0576247971669215,-1.4435053662039585,1.4270126923596904,1.9148124862905322,1.1471006225261067,1.062008812796276
54,C,铅钡,浅蓝,风化,2.5808598534201974,2.439694034505805,-0.2662624222319176,0.05199978686902019,-1.0373138086790927,1.0031863893842738,0.16619312622572296,-3.587680528375535,-0.567890704703123,-1.4281526689447512,0.8194442229419363,1.3970351858367915,1.2934032551371832
55,C,铅钡,绿,无风化,2.047127676510059,2.5500918034514015,1.1095502273651323,1.5758391024547633,0.3278890193346407,1.2494953900489132,0.58828720446565,-2.9176272069471834,-1.2616129952315969,1.836486104542035,1.3211766756469958,1.215305782699283,1.1251545209928089
56,C,铅钡,蓝绿,风化,2.891931007246539,1.6696571455116145,0.39429777400411437,1.117537928384223,-0.3039700150247745,0.9767896330657214,0.39540027104120934,-3.380451586172714,-2.0919208693265547,-0.17078943181364611,1.4233837939496146,1.309322657350339,1.212197233262553
57,C,铅钡,蓝绿,风化,2.7896026922424064,1.6105778652982579,0.29050518011473125,1.1011916549517409,-0.46003839575806765,0.9896340038835694,0.05448353775349004,-3.4030669337383315,-2.1347902724450165,1.4635882631167598,1.3360671776814261,1.2290030523856983,1.1378357285804974
58,C,铅钡,浅蓝,风化,2.8879026761017212,2.0011250994973206,-0.6017141005349101,0.8626968254653258,-0.6596075101752263,0.7472732481071799,-0.5612629209469409,-2.881673546488831,-1.0249421456708028,-1.0797452383937707,2.483309818597327,1.5568965496731029,1.4414061189538931
