销售日期,分类编码,分类名称,销售总量_kg,销售额(元),成本额(元),毛利(元),平均销售单价,平均批发价格,平均加成率,平均损耗率,打折销售比例,年,月,日,星期,是否周末,补货量_kg
2020-07-06,1011010201,花菜类,42.721000000000004,506.3038,334.04152,172.26228,12.013953488372094,7.946046511627907,0.5273455570040793,0.12343720930232557,0.011627906976744186,2020,7,6,0,False,48.73695353415296
2020-07-06,1011010402,水生根茎类,3.089,30.7757,16.835050000000003,13.94065,9.972727272727273,5.45,0.829858215179316,0.2925,0.09090909090909091,2020,7,6,0,False,4.366077738515901
2020-07-06,1011010501,茄类,30.727,201.412,102.02501,99.38699,7.017543859649122,3.5412280701754386,0.9633191609992242,0.06611754385964912,0.0,2020,7,6,0,False,32.902427707006964
2020-07-06,1011010504,辣椒类,58.682,645.2908,365.2896,280.0012,13.140807174887893,6.920896860986548,0.8380575100905548,0.08262242152466369,0.0,2020,7,6,0,False,63.96711820396607
2020-07-06,1011010801,食用菌,40.578,487.603,291.28319,196.31981000000002,14.227007299270074,8.557883211678833,0.6802366085371647,0.09282554744525547,0.0072992700729927005,2020,7,6,0,False,44.73009561250985
2020-07-07,1011010101,花叶类,175.052,1348.709,839.05841,509.65059,7.908707124010554,4.9571240105540895,0.6201473839907379,0.13683245382585751,0.0633245382585752,2020,7,7,1,False,202.80187870349283
2020-07-07,1011010201,花菜类,45.749,526.991,334.62056,192.37043999999997,11.474226804123711,7.280824742268042,0.5920476483034577,0.1320020618556701,0.0,2020,7,7,1,False,52.706346397326236
2020-07-07,1011010402,水生根茎类,3.117,31.17,17.01882,14.15118,10.0,5.46,0.8315018315018317,0.2925,0.0,2020,7,7,1,False,4.40565371024735
2020-07-07,1011010501,茄类,32.112,186.848,105.2496,81.5984,6.071428571428571,3.4482142857142857,0.8129470016504677,0.055589285714285716,0.0,2020,7,7,1,False,34.00215553916841
2020-07-07,1011010504,辣椒类,42.213,531.0704000000001,287.56131,243.50909000000001,14.838743455497381,7.566178010471203,0.9314402170349018,0.08836073298429319,0.0,2020,7,7,1,False,46.30449951786983
2020-07-07,1011010801,食用菌,52.56,622.3339,366.0731,256.2608,14.030285714285716,8.3636,0.7092463059316843,0.08982342857142857,0.011428571428571429,2020,7,7,1,False,57.7470368386919
2020-07-08,1011010101,花叶类,158.57,1251.845,768.05119,483.79381,8.129305135951663,5.040815709969788,0.6380892024329086,0.12747764350453172,0.07854984894259819,2020,7,8,2,False,181.73746359566613
2020-07-08,1011010201,花菜类,45.433,532.102,333.56052999999997,198.54147,11.736842105263158,7.360947368421052,0.6160267779499412,0.12790526315789474,0.0,2020,7,8,2,False,52.096404301802075
2020-07-08,1011010402,水生根茎类,10.605,155.484,87.09302,68.39098,13.923076923076923,7.778076923076923,0.7952155502429725,0.13747307692307692,0.0,2020,7,8,2,False,12.295268375123186
2020-07-08,1011010501,茄类,39.67,232.2832,140.22252,92.06067999999999,6.0421875,3.68484375,0.7345899880028492,0.055565625,0.015625,2020,7,8,2,False,42.00397724828684
2020-07-08,1011010504,辣椒类,65.88,768.061,425.2001,342.8609,13.105785123966943,6.976239669421488,0.8467937909221749,0.0871904958677686,0.03305785123966942,2020,7,8,2,False,72.17278052185628
2020-07-08,1011010801,食用菌,43.968,565.4192,334.49906,230.92014,14.369934640522875,8.561960784313726,0.7052217605967777,0.09031437908496731,0.0,2020,7,8,2,False,48.333181254171706
2020-07-09,1011010101,花叶类,187.439,1395.7574,851.89614,543.86126,7.79386189258312,4.836393861892583,0.6654342701298178,0.1345063938618926,0.0025575447570332483,2020,7,9,3,False,216.56890203541286
2020-07-09,1011010201,花菜类,41.131,496.204,310.57561,185.62839000000002,12.03370786516854,7.527752808988763,0.6200177845362805,0.12327415730337078,0.0,2020,7,9,3,False,46.91432372232745
2020-07-09,1011010402,水生根茎类,2.106,21.060000000000002,11.51982,9.540180000000001,10.0,5.47,0.8281535648994517,0.2925,0.0,2020,7,9,3,False,2.9766784452296817
2020-07-09,1011010501,茄类,25.921,205.52,101.05523,104.46477,7.666666666666667,3.812291666666667,1.0590079788192994,0.07013541666666666,0.0,2020,7,9,3,False,27.876102030985695
2020-07-09,1011010504,辣椒类,58.86,615.355,334.93565,280.41935,12.45570776255708,6.2694977168949775,0.9155148133602957,0.08212237442922374,0.0,2020,7,9,3,False,64.12619543198723
2020-07-09,1011010801,食用菌,37.837,464.1238,272.77872,191.34508,13.669172932330827,8.095714285714285,0.7186780206726012,0.08424360902255638,0.0,2020,7,9,3,False,41.31775696330573
2020-07-10,1011010101,花叶类,179.833,1305.5266,804.03227,501.49433,7.425065274151437,4.598537859007833,0.6612932167190899,0.1284117493472585,0.1279373368146214,2020,7,10,4,False,206.32793049392438
2020-07-10,1011010201,花菜类,62.344,659.9568,408.09664000000004,251.86015999999998,10.683823529411764,6.608529411764706,0.6315944817643369,0.13446764705882353,0.07352941176470588,2020,7,10,4,False,72.02965872754272
2020-07-10,1011010402,水生根茎类,9.025,128.7304,72.05799999999999,56.6724,13.610714285714286,7.601428571428571,0.7979575163398692,0.14854642857142858,0.03571428571428571,2020,7,10,4,False,10.599520987219336
2020-07-10,1011010501,茄类,37.86,268.3507,175.53506,92.81564,7.479032258064516,4.937741935483871,0.599331338351266,0.06810645161290323,0.0967741935483871,2020,7,10,4,False,40.626957945494254
2020-07-10,1011010504,辣椒类,58.936,714.7903,389.6118,325.1785,14.267078189300411,7.135802469135802,0.9472806462466674,0.08252674897119343,0.04526748971193416,2020,7,10,4,False,64.23729512976236
2020-07-10,1011010801,食用菌,41.429,470.8101,280.45096,190.35914,13.237777777777778,8.011037037037037,0.7056353177665907,0.08720518518518519,0.15555555555555556,2020,7,10,4,False,45.38697999550424
2020-07-11,1011010101,花叶类,271.12,2106.3287,1299.8978,806.4309,7.8430823117337995,4.85047285464098,0.6610006059549925,0.13927285464098074,0.1243432574430823,2020,7,11,5,True,314.98948471865924
2020-07-11,1011010201,花菜类,76.564,784.2707,480.97809,303.29261,10.222302158273381,6.294172661870504,0.670181936828723,0.13300287769784172,0.10071942446043165,2020,7,11,5,True,88.30940499167721
2020-07-11,1011010402,水生根茎类,8.928,132.1233,75.09624,57.02706,14.482608695652175,8.219565217391304,0.7694652057828142,0.10694347826086956,0.17391304347826086,2020,7,11,5,True,9.997127597941608
2020-07-11,1011010501,茄类,68.277,405.2064,259.42737999999997,145.77902,6.212068965517242,4.027758620689655,0.6113211970570344,0.05613103448275863,0.11206896551724138,2020,7,11,5,True,72.33737149370529
2020-07-11,1011010504,辣椒类,85.936,1060.3598,607.95205,452.40775,13.688235294117648,7.417483660130719,0.8287245129668783,0.09195032679738563,0.10784313725490197,2020,7,11,5,True,94.63799452392401
2020-07-11,1011010801,食用菌,52.238,700.3148,414.16644,286.14836,14.372282608695652,8.590489130434783,0.7004280287266337,0.09027119565217391,0.08695652173913043,2020,7,11,5,True,57.421508201500565
2020-07-12,1011010101,花叶类,300.189,2195.9922,1347.29798,848.69422,7.4479326186830015,4.6124349157733535,0.6750715989275111,0.13568560490045942,0.10260336906584992,2020,7,12,6,True,347.314590271782
2020-07-12,1011010201,花菜类,71.615,777.0745000000001,453.07710000000003,323.99739999999997,10.887162162162161,6.357364864864865,0.7807515996561933,0.12580270270270272,0.11486486486486487,2020,7,12,6,True,81.92086640099178
2020-07-12,1011010402,水生根茎类,13.994,247.9604,160.84429,87.11610999999999,17.830555555555556,11.746111111111112,0.6517208912310576,0.13605,0.1111111111111111,2020,7,12,6,True,16.197696625962152
2020-07-12,1011010501,茄类,81.706,582.6195,349.90475,232.71475,7.196296296296296,4.338814814814815,0.6752888164613606,0.06861703703703705,0.1259259259259259,2020,7,12,6,True,87.72546122174353
2020-07-12,1011010504,辣椒类,72.459,855.2597,479.93113999999997,375.32856,13.646464646464647,7.113232323232324,0.8596309686616611,0.08196531986531987,0.08754208754208755,2020,7,12,6,True,78.92839079823206
2020-07-12,1011010801,食用菌,55.96,678.7291,404.70772,274.02138,13.957297297297297,8.337945945945945,0.6903523038608609,0.08783675675675676,0.07567567567567568,2020,7,12,6,True,61.348668031208256
2020-07-13,1011010101,花叶类,190.832,1422.2044,893.4994,528.705,7.681565656565657,4.865277777777777,0.6181743510589114,0.136185101010101,0.09848484848484848,2020,7,13,0,False,220.91769917739225
2020-07-13,1011010201,花菜类,32.028,315.3762,184.14828,131.22792,9.776712328767124,5.7080821917808215,0.7346015645666983,0.1332027397260274,0.0958904109589041,2020,7,13,0,False,36.94981683476568
2020-07-13,1011010402,水生根茎类,11.605,164.1054,93.2922,70.8132,13.819354838709677,7.838709677419355,0.7620071684587812,0.13188387096774193,0.0967741935483871,2020,7,13,0,False,13.368027170439513
2020-07-13,1011010501,茄类,44.379,306.6984,178.77488,127.92352,7.0151898734177225,4.158227848101266,0.734853845640077,0.06584177215189874,0.02531645569620253,2020,7,13,0,False,47.50694119799182
2020-07-13,1011010504,辣椒类,61.24,662.7452,394.18037,268.56483,12.247727272727273,6.783409090909091,0.7438652047378899,0.08438454545454545,0.06818181818181818,2020,7,13,0,False,66.8839737206072
2020-07-13,1011010801,食用菌,42.113,544.001,315.12332,228.87768,13.982068965517241,8.20896551724138,0.7595323862096586,0.08587448275862068,0.05517241379310345,2020,7,13,0,False,46.069165782711494
2020-07-14,1011010101,花叶类,190.599,1375.1632,827.31406,547.84914,7.452058111380145,4.529491525423729,0.7154109531296999,0.12441549636803872,0.04116222760290557,2020,7,14,1,False,217.68201608112904
2020-07-14,1011010201,花菜类,57.575,558.9169,302.20297,256.71393,9.878260869565217,5.359043478260869,0.8903439710494463,0.1319391304347826,0.08695652173913043,2020,7,14,1,False,66.32599396956735
2020-07-14,1011010402,水生根茎类,9.007,135.8165,68.40452,67.41198,14.859090909090908,7.498181818181819,0.9770948993754337,0.0985090909090909,0.045454545454545456,2020,7,14,1,False,9.991226654834415
2020-07-14,1011010501,茄类,34.747,225.4722,133.51474,91.95746,6.65,3.92671875,0.7608624401870645,0.065359375,0.0625,2020,7,14,1,False,37.17685607770366
2020-07-14,1011010504,辣椒类,66.745,710.1373,413.12407,297.01323,12.56311111111111,6.6671555555555555,0.8173741176043281,0.08414133333333333,0.04888888888888889,2020,7,14,1,False,72.87696500478968
2020-07-14,1011010801,食用菌,44.836,537.0122,294.55924,242.45296000000002,14.235810810810811,8.076756756756756,0.8555804256569678,0.08785675675675675,0.06756756756756757,2020,7,14,1,False,49.15456024273096
2020-07-15,1011010101,花叶类,218.094,1481.9327,891.7522700000001,590.18043,7.169736842105263,4.368114035087719,0.7001745218544415,0.13547938596491227,0.041666666666666664,2020,7,15,2,False,252.27160169387048
2020-07-15,1011010201,花菜类,37.962,375.1279,200.88294,174.24496000000002,10.068831168831169,5.41025974025974,0.9251465873111766,0.13008051948051946,0.09090909090909091,2020,7,15,2,False,43.63852155297251
2020-07-15,1011010402,水生根茎类,10.238,151.4427,76.89184,74.55086,14.066666666666668,7.195,0.9462507951653945,0.12455416666666667,0.08333333333333333,2020,7,15,2,False,11.694612744934723
2020-07-15,1011010501,茄类,38.17,274.55,155.8365,118.71349999999998,7.507142857142857,4.322857142857143,0.8018169003063317,0.07073857142857143,0.014285714285714285,2020,7,15,2,False,41.075631492291116
2020-07-15,1011010504,辣椒类,73.354,749.7708,448.76977,301.00103,11.45495867768595,6.453512396694215,0.7302676776350913,0.08425247933884297,0.05371900826446281,2020,7,15,2,False,80.10286497640685
2020-07-15,1011010801,食用菌,42.196,494.03610000000003,271.77026,222.26584,13.446043165467627,7.569496402877698,0.8284243406383327,0.07817769784172662,0.08633093525179857,2020,7,15,2,False,45.774548848737986
2020-07-16,1011010101,花叶类,215.526,1535.9922,922.48293,613.50927,7.330669546436285,4.452548596112311,0.7242637638302873,0.13253779697624188,0.08855291576673865,2020,7,16,3,False,248.45578199111134
2020-07-16,1011010201,花菜类,39.45,417.228,226.27368,190.95432,10.85421686746988,5.902409638554217,0.8825061088821723,0.12173253012048192,0.10843373493975904,2020,7,16,3,False,44.91797926366532
2020-07-16,1011010402,水生根茎类,11.354,162.7251,82.92162,79.80348,13.863333333333333,7.086666666666667,0.9467078580481623,0.13443333333333332,0.1,2020,7,16,3,False,13.117418261639772
2020-07-16,1011010501,茄类,26.586,192.9674,109.93276,83.03464,7.512962962962963,4.297037037037037,0.7891759807506102,0.07540000000000001,0.09259259259259259,2020,7,16,3,False,28.754055807916934
2020-07-16,1011010504,辣椒类,72.656,764.0534,464.22866,299.82474,11.80168776371308,6.795696202531645,0.6812420667106506,0.08395822784810127,0.11392405063291139,2020,7,16,3,False,79.31516030030139
2020-07-16,1011010801,食用菌,53.685,641.0918,365.61948,275.47232,14.401775147928994,8.369349112426036,0.7722363502932178,0.09198461538461537,0.07692307692307693,2020,7,16,3,False,59.12344758645228
2020-07-17,1011010101,花叶类,201.67,1377.6054,828.6875,548.9179,7.235730858468678,4.395034802784223,0.7192686194140574,0.13893271461716936,0.12296983758700696,2020,7,17,4,False,234.20933929726232
2020-07-17,1011010201,花菜类,44.198,455.7297,255.48806,200.24164000000002,10.503260869565217,5.910217391304348,0.7953803385855748,0.12396956521739129,0.10869565217391304,2020,7,17,4,False,50.45258503029972
2020-07-17,1011010402,水生根茎类,10.727,154.124,78.28756,75.83644,14.137931034482758,7.199310344827587,0.9519022776434661,0.12898275862068964,0.0,2020,7,17,4,False,12.315485262970368
2020-07-17,1011010501,茄类,37.251,294.065,170.29864,123.76635999999999,7.9,4.562463768115942,0.7460243100622459,0.07604057971014493,0.11594202898550725,2020,7,17,4,False,40.31670567124473
2020-07-17,1011010504,辣椒类,61.025,690.4716,404.14313,286.32847,12.903669724770642,7.124770642201835,0.768358605611036,0.08359770642201834,0.09174311926605505,2020,7,17,4,False,66.5919328526943
2020-07-17,1011010801,食用菌,51.908,656.7742000000001,374.65541,282.11879,14.610059171597632,8.487869822485207,0.7704403362936662,0.09054497041420118,0.10059171597633136,2020,7,17,4,False,57.07593922883787
2020-07-18,1011010101,花叶类,275.265,2023.5223,1239.71203,783.8102700000001,7.515588723051409,4.648208955223881,0.6516070855693795,0.1258396351575456,0.15754560530679934,2020,7,18,5,True,314.8907352366744
2020-07-18,1011010201,花菜类,61.088,634.3341,355.67348,278.66062,10.4875,5.905625,0.7907842176665661,0.1242875,0.1875,2020,7,18,5,True,69.75805415590162
2020-07-18,1011010402,水生根茎类,10.418,151.2599,78.64435,72.61555,14.049999999999999,7.3625,0.89442373853211,0.11467499999999999,0.3333333333333333,2020,7,18,5,True,11.767430039815885
2020-07-18,1011010501,茄类,56.585,393.6409,220.60596999999999,173.03493,7.202105263157895,4.011894736842105,0.7964277032352349,0.07114842105263158,0.14736842105263157,2020,7,18,5,True,60.91931292631875
2020-07-18,1011010504,辣椒类,85.051,987.4653,562.28108,425.18422,13.210377358490565,7.076698113207547,0.8422883573388895,0.08804654088050315,0.14150943396226415,2020,7,18,5,True,93.26243477613195
2020-07-18,1011010801,食用菌,71.884,884.559,518.01945,366.53955,14.59955947136564,8.680176211453745,0.7223933759597322,0.09434405286343613,0.19383259911894274,2020,7,18,5,True,79.37230493243878
2020-07-19,1011010101,花叶类,321.164,2307.3773,1427.24524,880.13206,7.327433628318584,4.547713864306784,0.6613092339370307,0.12994749262536873,0.1607669616519174,2020,7,19,6,True,369.1317446680396
2020-07-19,1011010201,花菜类,76.351,809.2379,455.56948,353.66842,10.99151515151515,6.194545454545454,0.7817083514346593,0.12096363636363636,0.10909090909090909,2020,7,19,6,True,86.85761267503672
2020-07-19,1011010402,水生根茎类,11.124,159.4384,82.67751,76.76089,13.912,7.280399999999999,0.8987375690607735,0.121788,0.32,2020,7,19,6,True,12.666645411358534
2020-07-19,1011010501,茄类,71.772,556.3028,308.68128,247.62152,7.9288,4.41648,0.8456222595878288,0.0707928,0.16,2020,7,19,6,True,77.2400386049527
2020-07-19,1011010504,辣椒类,103.776,1116.3662,680.85551,435.51069,12.275072463768115,6.976695652173913,0.7147695417836966,0.08657072463768116,0.09855072463768116,2020,7,19,6,True,113.61142323672124
2020-07-19,1011010801,食用菌,80.322,1123.2615,656.64995,466.61155,15.905594405594405,9.467762237762239,0.7158950861743023,0.10295804195804195,0.15034965034965034,2020,7,19,6,True,89.5409621366262
2020-07-20,1011010101,花叶类,204.997,1412.958,851.38779,561.57021,7.097453703703703,4.3556944444444445,0.6901937970659957,0.12184097222222222,0.10185185185185185,2020,7,20,0,False,233.4394950294532
2020-07-20,1011010201,花菜类,47.431,411.3892,235.63006000000001,175.75914,9.1010101010101,5.28060606060606,0.7291924925512712,0.1375090909090909,0.1111111111111111,2020,7,20,0,False,54.99304340493707
2020-07-20,1011010402,水生根茎类,9.548,134.2522,70.17344,64.07876,13.308695652173913,7.109565217391305,0.868190537084399,0.1378695652173913,0.08695652173913043,2020,7,20,0,False,11.074890312169046
2020-07-20,1011010501,茄类,33.947,280.5997,149.26283,131.33687,8.282539682539682,4.341428571428572,0.9543940478755458,0.0786111111111111,0.1111111111111111,2020,7,20,0,False,36.84329213144408
2020-07-20,1011010504,辣椒类,67.35,677.3549,444.89024,232.46465999999998,10.988617886178861,6.908373983739837,0.5583739903067007,0.08286747967479675,0.11788617886178862,2020,7,20,0,False,73.43540710574581
2020-07-20,1011010801,食用菌,52.617,627.6752,358.29554,269.37966,14.38453038674033,8.321160220994475,0.7632262264454635,0.08931546961325967,0.07734806629834254,2020,7,20,0,False,57.777417145380895
2020-07-21,1011010101,花叶类,214.99,1592.4823,959.32363,633.15867,7.672196261682243,4.694836448598131,0.6865738225334801,0.13060584112149531,0.06775700934579439,2020,7,21,1,False,247.28714565707617
2020-07-21,1011010201,花菜类,49.005,461.43580000000003,262.22405,199.21175,9.77017543859649,5.57,0.7600561673652413,0.1316,0.08771929824561403,2020,7,21,1,False,56.43136803316444
2020-07-21,1011010402,水生根茎类,12.744,213.18280000000001,127.51806,85.66474,16.599999999999998,9.967586206896552,0.7957863445772576,0.14275172413793105,0.10344827586206896,2020,7,21,1,False,14.866171631764828
2020-07-21,1011010501,茄类,27.094,206.34199999999998,115.04748,91.29452,7.690196078431373,4.308627450980392,0.8078764949821425,0.06883333333333333,0.0392156862745098,2020,7,21,1,False,29.09683193126902
2020-07-21,1011010504,辣椒类,56.993,571.6611,346.3812,225.27990000000003,10.885221674876846,6.44768472906404,0.6731946816265637,0.08144088669950739,0.054187192118226604,2020,7,21,1,False,62.04608846045557
2020-07-21,1011010801,食用菌,45.905,570.2716,325.12567,245.14593000000002,14.523417721518987,8.419746835443037,0.758015567088235,0.08898670886075949,0.0949367088607595,2020,7,21,1,False,50.388946513167625
2020-07-22,1011010101,花叶类,232.78300000000002,1648.3367,979.24445,669.09225,7.36372745490982,4.432244488977956,0.7085468358137457,0.1266432865731463,0.11623246492985972,2020,7,22,2,False,266.53828432441117
2020-07-22,1011010201,花菜类,53.675,531.4384,300.16529,231.27311,10.649137931034483,6.013103448275862,0.771511042602562,0.12353103448275861,0.09482758620689655,2020,7,22,2,False,61.24004626715347
2020-07-22,1011010402,水生根茎类,11.05,180.9364,95.75592,85.18048,16.36551724137931,8.642758620689655,0.9771514242878561,0.1317793103448276,0.06896551724137931,2020,7,22,2,False,12.727178851714168
2020-07-22,1011010501,茄类,48.247,372.4259,198.97975,173.44615,7.731111111111111,4.179222222222222,0.8505354637413683,0.07093,0.06666666666666667,2020,7,22,2,False,51.93042504870462
2020-07-22,1011010504,辣椒类,81.36,801.0997,484.68289,316.41681,11.121180555555556,6.562465277777778,0.6715010100257709,0.08474861111111111,0.09027777777777778,2020,7,22,2,False,88.89360998268539
2020-07-22,1011010801,食用菌,66.794,745.5677000000001,443.66574,301.90196000000003,13.23951219512195,7.960634146341464,0.6800241578521524,0.08395317073170731,0.07317073170731707,2020,7,22,2,False,72.91548626761012
2020-07-23,1011010101,花叶类,200.441,1426.5588,832.64225,593.91655,7.288683602771362,4.278475750577367,0.7044077564840637,0.12001662817551963,0.15242494226327943,2020,7,23,3,False,227.77816765380828
2020-07-23,1011010201,花菜类,39.425,420.2273,250.55267999999998,169.67462,11.353409090909091,6.752954545454545,0.6765766302063073,0.12628181818181816,0.06818181818181818,2020,7,23,3,False,45.123245481692656
2020-07-23,1011010402,水生根茎类,30.417,207.4809,108.64186,98.83904,10.443589743589744,5.374102564102564,0.9054114043520823,0.12175641025641025,0.10256410256410256,2020,7,23,3,False,34.63389924528853
2020-07-23,1011010501,茄类,44.142,338.846,192.28217999999998,146.56382,7.643055555555555,4.3711111111111105,0.7404231157344836,0.06993055555555555,0.09722222222222222,2020,7,23,3,False,47.46097214963041
2020-07-23,1011010504,辣椒类,57.639,640.9893,374.82554,266.16376,12.272169811320754,6.743632075471699,0.8161596471937571,0.08276698113207548,0.07075471698113207,2020,7,23,3,False,62.840084050986
2020-07-23,1011010801,食用菌,56.759,623.9236,367.95493,255.96867000000003,12.945562130177516,7.677810650887574,0.701030698002797,0.08038579881656804,0.08875739644970414,2020,7,23,3,False,61.720447473471
2020-07-24,1011010101,花叶类,176.325,1340.1699,801.51049,538.65941,7.626415094339623,4.50633423180593,0.6892081202549905,0.11947035040431266,0.09433962264150944,2020,7,24,4,False,200.2487935312151
2020-07-24,1011010201,花菜类,38.284,409.2171,252.76949000000002,156.44760999999997,10.79746835443038,6.689873417721519,0.6293983214530137,0.13110632911392403,0.10126582278481013,2020,7,24,4,False,44.06062707414929
2020-07-24,1011010402,水生根茎类,11.74,197.4297,108.58864,88.84106,17.26896551724138,9.699310344827586,0.8602391193409638,0.12998620689655171,0.06896551724137931,2020,7,24,4,False,13.494038937155178
2020-07-24,1011010501,茄类,34.97,289.3317,168.6806,120.6511,8.335714285714285,4.830178571428571,0.7393210029113949,0.07627678571428571,0.10714285714285714,2020,7,24,4,False,37.85766067061678
