单品编码,单品名称,分类名称,日期,日序号,批发价格(元/千克),最优售价(元/千克),最优销量(千克),最优补货量(千克),最大利润(元),加成率,损耗率
102900005116509,青茄子(1),茄类,2023-07-02,2,3.986014729162335,7.97202945832467,2.3213220256988683,2.4437541064310646,8.76480770844411,0.5,0.0501
102900005116509,青茄子(1),茄类,2023-07-03,3,3.9888918342625677,7.977783668525135,2.3193357126696728,2.441663030497603,8.76362884599054,0.5,0.0501
102900005116509,青茄子(1),茄类,2023-07-04,4,3.991768939362801,7.983537878725602,2.317352529625063,2.4395752496316065,8.762450991904586,0.5,0.0501
102900005116509,青茄子(1),茄类,2023-07-05,5,3.9946460444630336,7.989292088926067,2.3153724693822473,2.4374907562714467,8.761274144597857,0.5,0.0501
102900005116509,青茄子(1),茄类,2023-07-06,6,3.997523149563267,7.995046299126534,2.3133955247800757,2.4354095428782774,8.760098302485623,0.5,0.0501
102900005116509,青茄子(1),茄类,2023-07-07,7,4.0004002546635,8.000800509327,2.3114216886789536,2.4333316019359446,8.75892346398675,0.5,0.0501
102900011000328,螺丝椒,辣椒类,2023-07-01,1,8.97084285437364,17.94168570874728,4.717898519730347,5.252614695758569,37.526671436542166,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-02,2,8.973157385012945,17.94631477002589,4.71705887062472,5.251679882681718,37.52967315796468,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-03,3,8.975471915652248,17.950943831304496,4.716219587445123,5.250745477004146,37.5326743452367,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-04,4,8.977786446291551,17.955572892583103,4.71538066993778,5.249811478443308,37.535674998591006,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-05,5,8.980100976930855,17.96020195386171,4.714542117849159,5.248877886716944,37.53867511826019,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-06,6,8.98241550757016,17.96483101514032,4.713703930925967,5.24794470154305,37.541674704476705,0.5,0.1018
102900011000328,螺丝椒,辣椒类,2023-07-07,7,8.984730038209463,17.969460076418926,4.712866108915154,5.247011922639896,37.54467375747282,0.5,0.1018
102900005119975,红薯尖,花叶类,2023-07-01,1,2.598567008951976,5.197134017903952,7.02544732588583,7.671377294044366,16.577603338826624,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-02,2,2.5966657668153768,5.1933315336307535,7.029012533765389,7.675270292384133,16.573880822600668,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-03,3,2.594764524678777,5.189529049357554,7.032582164222843,7.679168119920117,16.57015641661532,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-04,4,2.592863282542177,5.185726565084354,7.036156225990879,7.683070786187901,16.566430118525513,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-05,5,2.5909620404055778,5.1819240808111555,7.039734727825849,7.686978300748907,16.562701925981543,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-06,6,2.589060798268978,5.178121596537956,7.043317678507841,7.69089067319048,16.55897183662905,0.5,0.0842
102900005119975,红薯尖,花叶类,2023-07-07,7,2.587159556132378,5.174319112264756,7.0469050868407805,7.694807913125989,16.55523984810904,0.5,0.0842
102900005116899,净藕(1),水生根茎类,2023-07-01,1,11.002290709960738,22.004581419921475,3.4934324739747713,3.698319366901092,36.18153449565181,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-02,2,11.004581419882744,22.009162839765487,3.492131607329375,3.6969422055149006,36.17559169841459,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-03,3,11.006872129804748,22.013744259609496,3.4908314957026603,3.695565843428605,36.16965111389578,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-04,4,11.009162839726754,22.018325679453508,3.4895321384994245,3.6941902800120947,36.16371274081126,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-05,5,11.011453549648758,22.022907099297516,3.488233535125052,3.6928155146358796,36.15777657787792,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-06,6,11.013744259570764,22.027488519141528,3.4869356849855215,3.6914415466711006,36.15184262381362,0.5,0.0554
102900005116899,净藕(1),水生根茎类,2023-07-07,7,11.016034969492768,22.032069938985536,3.48563858748741,3.6900683754895303,36.14591087733734,0.5,0.0554
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-01,1,1.038251642217574,1.9612573521489973,31.966793452941737,33.99276207246037,27.40206763896716,0.4706193753308629,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-02,2,1.0317861582528953,1.9490440529397193,32.426218550656664,34.481304286108745,27.62279594456774,0.4706193753308629,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-03,3,1.0253206742882166,1.9368307537304412,32.89519703487792,34.98000535397482,27.846706591031086,0.4706193753308629,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-04,4,1.0188551903235379,1.924617454521163,33.373989696591146,35.489142595269186,28.0738659637466,0.47061937533086284,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-05,5,1.0123897063588592,1.9124041553118851,33.86286616386431,36.00900272635507,28.304342266134377,0.47061937533086295,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-06,6,1.0059242223941804,1.9001908561026069,34.36210526026278,36.53988224187875,28.538205581449823,0.4706193753308629,0.0596
102900011011546,海鲜菇(袋)(1),食用菌,2023-07-07,7,0.9994587384295018,1.887977556893329,34.871995380223446,37.0820878139339,28.775527937103334,0.4706193753308629,0.0596
102900011007969,红莲藕带,水生根茎类,2023-07-01,1,5.290633033794412,9.139809049199565,1.0540170514353238,1.264264185480777,2.94475672157143,0.42114402989001737,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-02,2,5.290559730054635,9.139682413657113,1.0540645576731198,1.2643211678938704,2.94484864390932,0.42114402989001737,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-03,3,5.290486426314858,9.139555778114659,1.0541120667103758,1.2643781536648384,2.9449405703903313,0.42114402989001737,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-04,4,5.29041312257508,9.139429142572205,1.0541595785472901,1.2644351427939189,2.945032501014693,0.4211440298900174,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-05,5,5.290339818835303,9.13930250702975,1.054207093184072,1.2644921352813625,2.945124435782665,0.4211440298900173,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-06,6,5.290266515095525,9.139175871487296,1.0542546106209216,1.26454913112741,2.9452163746944846,0.4211440298900173,0.1663
102900011007969,红莲藕带,水生根茎类,2023-07-07,7,5.2901932113557475,9.139049235944842,1.0543021308580434,1.2646061303323057,2.9453083177503947,0.42114402989001737,0.1663
102900011001691,菱角,水生根茎类,2023-07-01,1,9.169866981621,18.339733963242,2.2038816925595994,2.4381919377802848,18.060708182896597,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-02,2,9.179592161368195,18.35918432273639,2.20277847693929,2.436971431507125,18.07081223014393,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-03,3,9.189317341115391,18.378634682230782,2.201676980854668,2.435752827585649,18.080911222201113,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-04,4,9.199042520862585,18.39808504172517,2.200577199810008,2.4345361210421594,18.09100516694329,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-05,5,9.20876770060978,18.41753540121956,2.1994791293260754,2.433321306921203,18.10109407222502,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-06,6,9.218492880356974,18.43698576071395,2.1983827649400483,2.432108380285483,18.11117794588037,0.5,0.09609999999999999
102900011001691,菱角,水生根茎类,2023-07-07,7,9.22821806010417,18.45643612020834,2.197288102205441,2.430897336215777,18.121256795722985,0.5,0.09609999999999999
102900011001561,莲蓬(个),水生根茎类,2023-07-01,1,1.3326352857213994,2.490453051688619,6.452617372795311,7.346712254121953,6.279452643572368,0.46490246631317805,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-02,2,1.3392332062903862,2.5027833656101333,6.3715722907007555,7.254437311511734,6.231281801419835,0.46490246631317794,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-03,3,1.3458311268593728,2.515113679531648,6.2919359670523205,7.163766329332028,6.1837145099083255,0.46490246631317805,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-04,4,1.3524290474283593,2.5274439934531623,6.213677186756408,7.0746637672280634,6.13674030333625,0.46490246631317805,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-05,5,1.3590269679973461,2.539774307374677,6.136765574003476,6.9870950404229495,6.090348947340143,0.464902466313178,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-06,6,1.3656248885663327,2.552104621296191,6.061171565771178,6.9010264895493325,6.044530432689577,0.46490246631317794,0.1217
102900011001561,莲蓬(个),水生根茎类,2023-07-07,7,1.3722228091353192,2.5644349352177054,5.986866386286909,6.8164253515733915,5.999274969277483,0.464902466313178,0.1217
102900051000463,圆茄子(2),茄类,2023-07-01,1,3.1953091911169205,6.390618382233841,2.0433601718954635,2.190331409470965,6.059548991764997,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-02,2,3.1906183823037395,6.381236764607479,2.0467086053601466,2.1939206832030727,6.060568537818565,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-03,3,3.185927573490558,6.371855146981116,2.0500674644381545,2.1975211324237907,6.06158975582163,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-04,4,3.181236764677377,6.362473529354754,2.0534367970124374,2.2011328084601107,6.062612650983774,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-05,5,3.1765459558641957,6.3530919117283915,2.056816651256909,2.204755762950915,6.063637228538536,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-06,6,3.171855147051015,6.34371029410203,2.060207075638632,2.208390047849321,6.064663493743523,0.5,0.06709999999999999
102900051000463,圆茄子(2),茄类,2023-07-07,7,3.1671643382378334,6.334328676475667,2.063608118920057,2.2120357154250794,6.0656914518806,0.5,0.06709999999999999
102900005118572,本地上海青,花叶类,2023-07-01,1,1.4222734504810342,2.8445469009620683,7.167484988553768,8.143943857009166,8.80533208185052,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-02,2,1.3906408212626409,2.7812816425252818,7.30893890573011,8.304668680525065,8.779406330646466,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-03,3,1.3590081920442476,2.718016384088495,7.456536941955491,8.472374664192127,8.752963002090917,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-04,4,1.3273755628258543,2.6547511256517087,7.610698516962944,8.647538367188892,8.72597934769764,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-05,5,1.295742933607461,2.591485867214922,7.771882602775944,8.830681289371599,8.698431047104508,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-06,6,1.2641103043890678,2.5282206087781356,7.9405925349541535,9.022375337977676,8.67029205797753,0.5,0.1199
102900005118572,本地上海青,花叶类,2023-07-07,7,1.2324776751706745,2.464955350341349,8.11738154737568,9.223249116436406,8.641534447420304,0.5,0.1199
102900005115854,萝卜叶,花叶类,2023-07-01,1,2.3095752766935074,4.619150553387015,2.2928484124691972,2.4224494584988876,4.996182634901024,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-02,2,2.308224080843291,4.616448161686582,2.294369223901378,2.4240562323310915,4.996571617124901,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-03,3,2.3068728849930737,4.6137457699861475,2.295891935469251,2.4256650137023255,4.996960857430318,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-04,4,2.3055216891428567,4.611043378285713,2.297416550661935,2.4272758062989275,4.997350356139826,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-05,5,2.3041704932926397,4.608340986585279,2.2989430729770044,2.4288886138161696,4.997740113576564,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-06,6,2.302819297442423,4.605638594884846,2.300471505920516,2.4305034399582843,4.998130130064263,0.5,0.0535
102900005115854,萝卜叶,花叶类,2023-07-07,7,2.301468101592206,4.602936203184412,2.3020018530070354,2.4321202884384947,4.998520405927254,0.5,0.0535
102900005122654,枝江红菜苔,花叶类,2023-07-01,1,4.183962804406684,8.367925608813367,5.307490308749276,5.989043453790653,19.354749028476405,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-02,2,4.167925609052339,8.335851218104677,5.329032109421513,6.013351511421252,19.358817039954037,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-03,3,4.1518884136979946,8.303776827395989,5.350744897440332,6.037852513473632,19.362901594363876,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-04,4,4.13585121834365,8.2717024366873,5.372630698366925,6.062548745618286,19.367002823269534,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-05,5,4.119814022989305,8.23962804597861,5.39469156973696,6.087442529606139,19.371120859796168,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-06,6,4.103776827634961,8.207553655269923,5.4169296016922655,6.112536223981342,19.37525583865526,0.5,0.11380000000000001
102900005122654,枝江红菜苔,花叶类,2023-07-07,7,4.087739632280617,8.175479264561234,5.439346917627507,6.137832224810999,19.379407896169713,0.5,0.11380000000000001
102900011008676,荠菜,花叶类,2023-07-01,1,6.897527452739195,13.79505490547839,0.24605808543407268,0.27822035892590763,1.4753522348975248,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-02,2,7.399181240180237,14.798362480360474,0.2160308668545665,0.24426828002551618,1.3895177995244734,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-03,3,7.90083502762128,15.80167005524256,0.19129480712589533,0.21629896780404267,1.3138349642201534,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-04,4,8.402488815062323,16.804977630124647,0.17066433245116916,0.19297188201172452,1.2465662088770117,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-05,5,8.904142602503367,17.808285205006733,0.15326999735026303,0.17330393187501475,1.1863529031944504,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-06,6,9.40579638994441,18.81159277988882,0.13846213595192944,0.1565605336408067,1.1321168148348302,0.5,0.11560000000000001
102900011008676,荠菜,花叶类,2023-07-07,7,9.907450177385451,19.814900354770902,0.1257471874964436,0.14218361318005834,1.0829909265126498,0.5,0.11560000000000001
102900005115199,四川红香椿,花叶类,2023-07-01,1,15.515563617839645,31.03112723567929,1.426680822414497,1.5933446754685023,19.549873447670212,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-02,2,15.38199197258818,30.76398394517636,1.4360015163829432,1.603754206369157,19.508193266878873,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-03,3,15.248420327336715,30.49684065467343,1.445465195296412,1.6143234256158274,19.466239594774862,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-04,4,15.114848682085253,30.229697364170505,1.4550753341999347,1.6250562142058687,19.424008217329263,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-05,5,14.981277036833788,29.962554073667576,1.4648355242962203,1.6359565828637708,19.381494817640615,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-06,6,14.847705391582323,29.695410783164647,1.4747494779070853,1.6470286775821816,19.338694972480834,0.5,0.10460000000000001
102900005115199,四川红香椿,花叶类,2023-07-07,7,14.714133746330859,29.428267492661718,1.4848210336937127,1.6582767854519909,19.29560414869286,0.5,0.10460000000000001
102900005115977,豌豆尖,花叶类,2023-07-01,1,14.460445719301038,28.920891438602077,0.6184119546857263,0.6748275367587585,8.126718040609944,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-02,2,14.750188438305912,29.500376876611824,0.6027272080645157,0.6577119249940154,8.079304959908594,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-03,3,15.039931157310784,30.07986231462157,0.5877339270974351,0.6413508589016097,8.033082839160326,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-04,4,15.329673876315656,30.659347752631312,0.573389170759641,0.6256974800956362,7.987999668814123,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-05,5,15.61941659532053,31.23883319064106,0.5596534097266138,0.6107086531281251,7.944006639447897,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-06,6,15.909159314325402,31.818318628650804,0.5464901982718741,0.5963446074551223,7.901057889806657,0.5,0.0836
102900005115977,豌豆尖,花叶类,2023-07-07,7,16.198902033330274,32.39780406666055,0.533865883007929,0.5825686196070811,7.859110278858049,0.5,0.0836
102900005115748,白菜苔,花叶类,2023-07-01,1,3.115673726726546,6.231347453453092,3.387042710629094,3.7130483563134113,9.53719275978458,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-02,2,3.1173164145819823,6.2346328291639646,3.3849022651497336,3.710701891196814,9.536190870765763,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-03,3,3.118959102437419,6.237918204874838,3.3827642988817876,3.7083581439177675,9.535189614725116,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-04,4,3.120601790292855,6.24120358058571,3.3806288076501825,3.706017109899345,9.534188990929671,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-05,5,3.1222444781482914,6.244488956296583,3.3784957872890677,3.7036787845747288,9.533188998647692,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-06,6,3.1238871660037275,6.247774332007455,3.376365233641795,3.7013431633871905,9.532189637148678,0.5,0.08779999999999999
102900005115748,白菜苔,花叶类,2023-07-07,7,3.125529853859164,6.251059707718328,3.374237142560886,3.6990102417900528,9.531190905703363,0.5,0.08779999999999999
102900011022764,长线茄,茄类,2023-07-01,1,6.992654883999666,13.985309767999333,3.1162335588015533,3.347189644255159,20.17574961570074,0.5,0.069
102900011022764,长线茄,茄类,2023-07-02,2,6.985309767214249,13.970619534428497,3.119716170051235,3.3509303652537428,20.177081057528458,0.5,0.069
102900011022764,长线茄,茄类,2023-07-03,3,6.977964650428832,13.955929300857663,3.123206343435272,3.3546792088456194,20.178413988119537,0.5,0.069
102900011022764,长线茄,茄类,2023-07-04,4,6.970619533643415,13.94123906728683,3.1267041033600464,3.358436201246022,20.179748410708413,0.5,0.069
102900011022764,长线茄,茄类,2023-07-05,5,6.963274416857998,13.926548833715996,3.1302094743365347,3.362201368782529,20.181084328539903,0.5,0.069
102900011022764,长线茄,茄类,2023-07-06,6,6.955929300072581,13.911858600145163,3.133722480980875,3.365974737895676,20.182421744869355,0.5,0.069
102900011022764,长线茄,茄类,2023-07-07,7,6.9485841832871635,13.897168366574327,3.137243148014922,3.3697563351395505,20.183760662962634,0.5,0.069
102900011008133,丝瓜尖,花叶类,2023-07-01,1,23.15820957799294,46.31641915598588,0.32706028389099584,0.3892647987276789,6.133585407700274,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-02,2,23.697923737335035,47.39584747467007,0.32163662517013797,0.38280959910751955,6.17244774326169,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-03,3,24.237637896677132,48.475275793354264,0.31642204484547126,0.3766032430914916,6.210672854215483,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-04,4,24.777352056019225,49.55470411203845,0.311404091001121,0.3706309104988348,6.248285036566266,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-05,5,25.317066215361322,50.634132430722644,0.306571303705381,0.36487896180121515,6.285307154763894,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-06,6,25.856780374703416,51.71356074940683,0.30191311687112815,0.35933482131769595,6.32176075456289,0.5,0.1598
102900011008133,丝瓜尖,花叶类,2023-07-07,7,26.396494534045512,52.792989068091025,0.2974197716388254,0.35398687412381025,6.357666164829624,0.5,0.1598
102900005116639,马齿苋,花叶类,2023-07-01,1,7.209390263755458,14.418780527510917,0.6608655879430451,0.7491108455486796,4.128243434362961,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-02,2,7.1987805287120965,14.397561057424193,0.6613139210888624,0.7496190445350969,4.1249645752504795,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-03,3,7.188170793668734,14.376341587337468,0.6617632203101657,0.7501283385968779,4.121683490110073,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-04,4,7.177561058625372,14.355122117250744,0.6622134891192115,0.7506387317152704,4.118400174141516,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-05,5,7.166951323582009,14.333902647164019,0.6626647310462425,0.7511502278919094,4.11511462252712,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-06,6,7.156341588538647,14.312683177077295,0.6631169496396049,0.7516628311489514,4.1118268304316405,0.5,0.11779999999999999
102900005116639,马齿苋,花叶类,2023-07-07,7,7.145731853495285,14.29146370699057,0.6635701484658699,0.752176545529211,4.1085367930021945,0.5,0.11779999999999999
102900011008515,面条菜,花叶类,2023-07-01,1,5.022382559356172,9.69000227792873,0.4006859043462436,0.45950218388330694,1.5748515715274403,0.4816943881637845,0.128
102900011008515,面条菜,花叶类,2023-07-02,2,4.994765118080609,9.636718191002252,0.4061520641909103,0.46577071581526414,1.5875576609241424,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-03,3,4.967147676805046,9.583434104075772,0.4117237245093265,0.47216023452904415,1.6004375708991097,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-04,4,4.9395302355294834,9.530150017149293,0.41740352521836843,0.47867376745225737,1.6134946657327753,0.4816943881637845,0.128
102900011008515,面条菜,花叶类,2023-07-05,5,4.9119127942539205,9.476865930222814,0.42319418756943117,0.4853144352860449,1.626732394127425,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-06,6,4.8842953529783575,9.423581843296335,0.4290985171303074,0.4920854554246644,1.6401542918156187,0.48169438816378457,0.128
102900011008515,面条菜,花叶类,2023-07-07,7,4.856677911702794,9.370297756369855,0.4351194068940323,0.4989901455206792,1.653763984264487,0.4816943881637846,0.128
102900011000861,红线椒,辣椒类,2023-07-01,1,12.264431829916221,24.528863659832442,0.20207137552546023,0.2189526227386068,2.271251704259809,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-02,2,12.426968462274209,24.853936924548417,0.19707416725988466,0.21353794263721385,2.2444396438835024,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-03,3,12.589505094632194,25.17901018926439,0.192263091593304,0.20832494484050706,2.218286387838739,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-04,4,12.752041726990182,25.504083453980364,0.18762894479549014,0.20330365672932077,2.1927675525844683,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-05,5,12.914578359348168,25.829156718696336,0.18316308770603695,0.19846471741904534,2.167859952765398,0.5,0.0771
102900011000861,红线椒,辣椒类,2023-07-06,6,13.077114991706154,26.154229983412307,0.1788574045538511,0.19379933313885697,2.143541528164836,0.5,0.0771
