单品编码,单品名称,清理后单品名称,分类编码,分类名称,周总销量_kg,周日均销量_kg,周销量标准差,周销量变异系数,周销量趋势_斜率,周均销售单价,周均批发价,周均加成率,打折销售比例,单品损耗率,最近一天销量_kg,单品类内份额,最小陈列量_kg,批发价日期_最近,批发价_0701或最近,建议加成率_基线,建议售价_基线(元/千克)
102900005115908,菜心,菜心,1011010101,花叶类,8.877,1.2681428571428572,1.5898054837590907,1.2536485734272427,-0.4328214285714286,6.0,4.606,0.30265325544963384,0.0,0.13699999999999998,0.0,0.010157587352733864,2.5,2023-06-28,4.62,0.30265325544963384,6.018258040177308
102900005118817,菠菜,菠菜,1011010101,花叶类,6.82,0.9742857142857143,1.3425317766922955,1.377965166692972,-0.55775,14.0,9.63529411764706,0.45299349592200405,0.0,0.18510000000000001,0.0,0.007803846541133824,2.5,2023-06-30,9.67,0.45299349592200405,14.05044710556578
102900011030110,菠菜(份),菠菜(份),1011010101,花叶类,49.0,7.0,6.164414002968976,0.8806305718527109,2.071428571428571,5.510204081632653,4.134897959183673,0.3326048076289339,0.4897959183673469,0.09429999999999998,11.0,0.05606869215770636,2.5,2023-06-30,4.07,0.3326048076289339,5.423701567049761
102900011034026,枝江青梗散花,枝江青梗散花,1011010201,花菜类,25.203,3.6004285714285715,4.665413195603824,1.2957938487174847,1.7185714285714282,12.799999999999999,8.945490196078431,0.43071866548010906,0.21568627450980393,0.0943,11.187,0.22282440520922667,2.5,2023-06-30,8.39,0.43071866548010906,12.003729603378115
102900005116714,西兰花,西兰花,1011010201,花菜类,87.904,12.557714285714285,3.2398633569069806,0.25799785559643323,1.3162500000000001,12.408040201005024,7.772964824120603,0.5934575867689517,0.0,0.09259999999999999,16.9,0.7771755947907734,2.5,2023-06-30,7.59,0.5934575867689517,12.094343083576343
102900051000463,圆茄子(2),圆茄子,1011010501,茄类,7.443,1.0632857142857142,0.7762795274654,0.7300761376135698,0.21957142857142856,6.133333333333333,3.8775,0.5833793949666227,0.0,0.06709999999999999,1.376,0.055956095177235654,2.5,2023-06-30,3.2,0.5833793949666227,5.066814063893194
102900005116257,紫茄子(2),紫茄子,1011010501,茄类,76.32,10.902857142857142,5.481895001687263,0.5027943528801212,-1.0750714285714287,6.0,3.7370212765957445,0.6079386481836375,0.0,0.0607,14.365,0.5814682554599105,2.5,2023-06-30,3.43,0.6079386481836375,5.515229563269877
102900011033982,紫茄子(1),紫茄子,1011010501,茄类,1.024,0.1462857142857143,0.2498304186748245,1.707825127659933,0.03657142857142858,9.0,4.34,1.0737327188940093,0.0,0.0943,0.0,0.5814682554599105,2.5,2023-06-29,4.34,1.0737327188940093,9.0
102900011022764,长线茄,长线茄,1011010501,茄类,29.500999999999998,4.214428571428571,2.7462171471039247,0.6516226578667664,0.36678571428571405,12.0,6.984931506849316,0.7180374911229003,0.0,0.069,8.789,0.22178701650189828,2.5,2023-06-30,7.0,0.7180374911229003,12.026262437860304
102900005116509,青茄子(1),青茄子,1011010501,茄类,18.727,2.6752857142857143,2.4083703144301896,0.9002291985374767,-1.0013571428571426,6.0,4.082258064516129,0.47010205850129344,0.0,0.0501,0.0,0.14078863286095555,2.5,2023-06-30,3.98,0.47010205850129344,5.851006192835148
102900011032343,七彩椒(2),七彩椒,1011010504,辣椒类,7.302,1.0431428571428571,0.7561879018188157,0.7249130803521925,-0.16396428571428576,18.986666666666668,12.274666666666667,0.548548498088697,0.26666666666666666,0.0943,0.0,0.013445458613140164,2.5,2023-06-29,12.13,0.548548498088697,18.783893281815896
102900011032848,姜蒜小米椒组合装(小份),姜蒜小米椒组合装(小份),1011010504,辣椒类,49.0,7.0,2.23606797749979,0.31943828249996997,-0.3214285714285712,4.722448979591836,2.458775510204082,0.928511948164019,0.10204081632653061,0.09429999999999998,9.0,0.09022561928839606,2.5,2023-06-30,2.33,0.928511948164019,4.493432839222165
102900011032022,小皱皮(份),小皱皮(份),1011010504,辣椒类,79.0,11.285714285714286,4.231401884099631,0.37493434416072674,-0.9999999999999997,2.586075949367088,1.5234177215189872,0.7232259346698287,0.20253164556962025,0.0943,10.0,0.14546579436292428,2.5,2023-06-30,2.1,0.7232259346698287,3.6187744628066403
102900011031100,小米椒(份),小米椒(份),1011010504,辣椒类,150.0,21.428571428571427,5.442338432975996,0.25397579353887983,1.3928571428571435,5.769333333333333,2.1489999999999996,1.6932492094514866,0.02,0.0943,23.0,0.27620087537264104,2.5,2023-06-30,2.11,1.6932492094514866,5.682755831942637
102900011035078,红椒(2),红椒,1011010504,辣椒类,14.25,2.0357142857142856,0.8957930777223266,0.44003870484605523,-0.18392857142857158,18.892307692307693,12.973230769230769,0.45731502402107144,0.16923076923076924,0.0943,1.92,0.026239083160400897,2.5,2023-06-30,12.72,0.45731502402107144,18.53704710554803
102900011016701,芜湖青椒(1),芜湖青椒,1011010504,辣椒类,99.634,14.233428571428572,3.02413700401414,0.21246722030731457,0.041714285714285856,5.2,3.367573529411765,0.5557707075442612,0.0,0.057,15.896,0.18345998677918476,2.5,2023-06-30,3.63,0.5557707075442612,5.647447668385668
102900011000328,螺丝椒,螺丝椒,1011010504,辣椒类,47.897000000000006,6.842428571428572,1.7535527610295298,0.2562763706955907,0.07603571428571415,11.291338582677165,7.481653543307086,0.5289509590145887,0.0,0.1018,8.47,0.08819462218482259,2.5,2023-06-30,8.97,0.5289509590145887,13.714690102360862
102900011032251,螺丝椒(份),螺丝椒(份),1011010504,辣椒类,79.0,11.285714285714286,4.785891965429423,0.42406637668361974,9.310639696752773e-16,4.922784810126583,3.328354430379747,0.48229223098971574,0.0379746835443038,0.0943,10.0,0.14546579436292428,2.5,2023-06-30,4.29,0.48229223098971574,6.35903367094588
102900011034439,青红杭椒组合装(份),青红杭椒组合装(份),1011010504,辣椒类,15.0,2.142857142857143,1.3451854182690985,0.627753195192246,0.2857142857142858,5.493333333333333,3.2106666666666666,0.7228590864208663,0.13333333333333333,0.0943,4.0,0.027620087537264103,2.5,2023-06-30,3.32,0.7228590864208663,5.719892166917275
102900011032237,青线椒(份),青线椒(份),1011010504,辣椒类,2.0,0.2857142857142857,0.4879500364742666,1.7078251276599332,-0.14285714285714285,4.3,2.83,0.516802219279995,0.0,0.0943,0.0,0.0036826783383018804,2.5,2023-06-28,2.54,0.516802219279995,3.8526776369711873
102900011034330,双孢菇(盒),双孢菇(盒),1011010801,食用菌,70.0,10.0,2.160246899469287,0.2160246899469287,-0.3214285714285714,5.03,3.4025714285714286,0.4783254651380512,0.24285714285714285,0.002,9.0,0.22626701447139175,2.5,2023-06-30,3.41,0.4783254651380512,5.041089836120754
106971533450003,海鲜菇(包),海鲜菇(包),1011010801,食用菌,62.0,8.857142857142858,3.4364987719368987,0.3879917968315853,-0.6785714285714278,2.7483870967741937,1.9533870967741935,0.40697321112067664,0.25806451612903225,0.0,6.0,0.20040792710323269,2.5,2023-06-30,1.95,0.40697321112067664,2.7435977616853195
102900011013274,白玉菇(袋),白玉菇(袋),1011010801,食用菌,4.0,0.5714285714285714,0.5345224838248488,0.9354143466934854,0.17857142857142858,5.699999999999999,3.5025,0.619548211534703,0.5,0.06570000000000001,1.0,0.012929543684079529,2.5,2023-06-30,3.29,0.619548211534703,5.328313615949173
102900011031926,虫草花(份),虫草花(份),1011010801,食用菌,16.0,2.2857142857142856,1.3801311186847083,0.60380736442456,-0.10714285714285719,3.6125,2.6662500000000002,0.3551415007784863,0.125,0.0943,2.0,0.051718174736318116,2.5,2023-06-30,2.6,0.3551415007784863,3.5233679020240647
102900011035740,蟹味菇与白玉菇双拼(盒),蟹味菇与白玉菇双拼(盒),1011010801,食用菌,8.0,1.1428571428571428,1.2149857925879117,1.063112568514423,-0.10714285714285714,4.5,3.25,0.381315197044149,0.5,0.0084,2.0,0.025859087368159058,2.5,2023-06-30,3.12,0.381315197044149,4.309703414777745
102900005115250,西峡花菇(1),西峡花菇,1011010801,食用菌,32.369,4.624142857142857,1.2341861594550785,0.2669005256938907,0.0507857142857144,24.0,15.6,0.5384615384615385,0.0,0.10800000000000001,6.572,0.10462909987749257,2.5,2023-06-30,15.6,0.5384615384615385,24.0
106949711300259,金针菇(盒),金针菇(盒),1011010801,食用菌,113.0,16.142857142857142,6.66904719402933,0.41312681732925055,1.0000000000000007,1.879646017699115,1.453362831858407,0.2934415828413429,0.1592920353982301,0.0045000000000000005,13.0,0.3652596090752467,2.5,2023-06-30,1.45,0.2934415828413429,1.875490295119947
102900011030929,鲜木耳(份),鲜木耳(份),1011010801,食用菌,4.0,0.5714285714285714,1.511857892036909,2.6457513110645907,-0.1428571428571428,2.425,1.3,0.8653846153846154,1.0,0.0943,0.0,0.012929543684079529,2.5,2023-06-26,1.3,0.8653846153846154,2.4250000000000003
