销售日期,分类编码,分类名称,正常销量(千克),打折销量(千克),总销量(千克),正常销售单价(元/千克),打折销售单价(元/千克),平均销售单价(元/千克),批发价格(元/千克),成本加成率,损耗率(%)
2020-07-06,1011010501,茄类,30.727000000000004,0.0,30.727000000000004,8.0,0.0,8.0,3.936666666666666,1.0321761219305676,7.34
2020-07-06,1011010504,辣椒类,58.682,0.0,58.682,13.74,0.0,13.74,7.075,0.9420494699646644,10.063
2020-07-06,1011010801,食用菌,39.578,1.0,40.578,11.883333333333333,3.4,11.674270951418666,6.97,0.6749312699309422,8.338333333333333
2020-07-07,1011010402,水生根茎类,3.117,0.0,3.117,10.0,0.0,10.0,5.46,0.8315018315018315,29.25
2020-07-07,1011010101,花叶类,156.875,15.177,172.052,8.657575757575758,4.4799999999999995,8.289064683756639,5.030666666666666,0.6477070004817068,14.382666666666667
2020-07-07,1011010201,花菜类,45.749,0.0,45.749,11.5,0.0,11.5,7.300000000000001,0.5753424657534245,13.16
2020-07-07,1011010501,茄类,32.112,0.0,32.112,6.0,0.0,6.0,3.4,0.7647058823529412,5.54
2020-07-07,1011010504,辣椒类,42.213,0.0,42.213,13.78,0.0,13.78,7.220999999999999,0.9083229469602552,10.063
2020-07-07,1011010801,食用菌,51.119,1.441,52.56,12.12857142857143,6.2,11.966032017829964,7.1071428571428585,0.6836627964785877,8.804285714285713
2020-07-08,1011010402,水生根茎类,10.605,0.0,10.605,13.0,0.0,13.0,7.234999999999999,0.7968210089841052,17.395
2020-07-08,1011010101,花叶类,137.35399999999998,15.216,152.57,8.55625,5.34,8.235489299993445,5.0649999999999995,0.6259603751221018,13.25
2020-07-08,1011010201,花菜类,45.43300000000001,0.0,45.43300000000001,11.5,0.0,11.499999999999998,7.18,0.6016713091922004,13.16
2020-07-08,1011010501,茄类,39.094,0.576,39.67,6.0,6.7,6.010163851777161,3.635,0.6534150898974308,5.54
2020-07-08,1011010504,辣椒类,63.233,2.647,65.88,13.78,10.0,13.628122950819677,7.258,0.8776691858390293,10.063
2020-07-08,1011010801,食用菌,43.968,0.0,43.968,13.68,0.0,13.680000000000003,8.018,0.7061611374407586,8.236
2020-07-09,1011010402,水生根茎类,2.106,0.0,2.106,10.0,0.0,10.0,5.47,0.8281535648994517,29.25
2020-07-09,1011010101,花叶类,187.151,0.288,187.439,8.526666666666667,0.3,8.514026394364747,5.082666666666667,0.6751101248094331,13.236
2020-07-09,1011010201,花菜类,41.131,0.0,41.131,11.5,0.0,11.5,7.119999999999999,0.6151685393258429,13.16
2020-07-09,1011010501,茄类,25.921,0.0,25.921,8.0,0.0,8.0,3.803333333333333,1.1034180543383,7.34
2020-07-09,1011010504,辣椒类,58.86,0.0,58.86,13.78,0.0,13.78,7.055,0.95322466335932,10.063
2020-07-09,1011010801,食用菌,37.837,0.0,37.837,13.68,0.0,13.68,8.01,0.7078651685393259,8.236
2020-07-10,1011010402,水生根茎类,8.780999999999999,0.244,9.025,13.0,15.1,13.0567756232687,7.220000000000001,0.8084176763530052,17.395
2020-07-10,1011010101,花叶类,154.964,24.869,179.833,8.19375,6.931547619047618,8.019200773707245,4.885,0.6415968830516369,13.169375
2020-07-10,1011010201,花菜类,57.167,5.177,62.344,11.0,9.745833333333334,10.895854920548356,6.76,0.6118128580692834,13.16
2020-07-10,1011010501,茄类,34.162,3.698,37.86,8.0,7.241666666666667,7.925929300933262,5.236666666666666,0.5135447423806357,7.34
2020-07-10,1011010504,辣椒类,56.666,2.27,58.936,13.725,12.975,13.696112732455546,6.82625,1.0063889738078076,9.42125
2020-07-10,1011010801,食用菌,37.03,4.399,41.429,12.216666666666669,12.58375,12.255644184427975,6.986666666666667,0.7541475454811034,9.536666666666669
2020-07-11,1011010402,水生根茎类,7.406000000000001,1.522,8.928,13.0,14.775,13.30259296594982,7.205,0.8463002034628481,17.395
2020-07-11,1011010101,花叶类,238.134,32.209,270.34299999999996,8.46,7.282911255411256,8.319760188447793,5.08,0.6377480685920852,14.382666666666667
2020-07-11,1011010201,花菜类,69.376,7.188,76.56400000000001,10.5,8.992857142857144,10.358506049094316,6.385,0.622318880046095,13.16
2020-07-11,1011010501,茄类,60.32299999999999,7.954,68.27699999999999,6.0,5.47375,5.938693959898649,3.805,0.560760567647477,5.54
2020-07-11,1011010504,辣椒类,77.453,8.483,85.93599999999999,14.644444444444446,12.480357142857144,14.430820903910035,7.71,0.8717018033605756,10.434444444444445
2020-07-11,1011010801,食用菌,48.557,3.681,52.238,13.96,12.562500000000002,13.861523842796432,8.02,0.7283695564584081,8.236
2020-07-12,1011010402,水生根茎类,12.625,1.369,13.994,18.6,20.083333333333336,18.74511099995236,12.82,0.4621771450820873,19.613333333333333
2020-07-12,1011010101,花叶类,271.355,28.834,300.189,8.46,6.436842437533226,8.265670010706032,5.1033333333333335,0.6196610079763615,14.382666666666667
2020-07-12,1011010201,花菜类,64.00399999999999,7.611,71.615,10.5,9.310416666666669,10.373575106472106,5.985,0.7332623402626743,13.16
2020-07-12,1011010501,茄类,73.13,8.576,81.706,7.333333333333333,6.25,7.219624833753539,4.203333333333333,0.7175951230182884,7.34
2020-07-12,1011010504,辣椒类,65.882,6.2860000000000005,72.168,13.98,13.004074074074076,13.894994590810745,7.425,0.8713797428701338,10.063
2020-07-12,1011010801,食用菌,50.774,5.186,55.96,12.216666666666669,12.420535714285714,12.235559891844517,7.036666666666666,0.7388289756292538,8.08
2020-07-13,1011010402,水生根茎类,10.342,1.263,11.605,13.0,10.5,12.727919000430846,7.2,0.7677665278376176,17.395
2020-07-13,1011010101,花叶类,170.921,19.911,190.832,7.915384615384616,6.2115238095238094,7.737607447480415,4.8,0.6120015515584198,13.15846153846154
2020-07-13,1011010201,花菜类,29.221,2.807,32.028,10.0,8.85,9.899211627326087,5.81,0.7038229995397745,13.16
2020-07-13,1011010501,茄类,43.262,1.117,44.379,7.333333333333333,5.1,7.27712131113064,3.966666666666667,0.834568397764027,7.34
2020-07-13,1011010504,辣椒类,57.943,3.297,61.239999999999995,13.860000000000005,10.8375,13.697276575767477,7.5,0.8263035434356636,10.063
2020-07-13,1011010801,食用菌,39.8,2.313,42.113,13.960000000000004,11.646666666666668,13.832943271673832,7.936,0.7430624082250292,8.236
2020-07-14,1011010402,水生根茎类,8.682,0.325,9.007,13.0,14.9,13.06855778838681,6.62,0.9741023849526904,17.395
2020-07-14,1011010101,花叶类,183.131,7.468,190.599,7.915384615384616,6.522777777777778,7.860819859728775,4.691538461538462,0.6755313686911635,13.15846153846154
2020-07-14,1011010201,花菜类,53.035,4.54,57.575,10.0,9.0,9.921146330872771,5.38,0.8440792436566493,13.16
2020-07-14,1011010501,茄类,31.76,2.987,34.747,7.333333333333333,5.4,7.167135771913162,4.033333333333333,0.7769758112181394,7.34
2020-07-14,1011010504,辣椒类,63.273,3.472,66.745,13.86,11.0875,13.715777661248032,7.532000000000001,0.8210007516261327,10.063
2020-07-14,1011010801,食用菌,40.848,3.988,44.836,12.55,10.925,12.405462128646622,6.182857142857143,1.006428717664657,7.777142857142857
2020-07-15,1011010402,水生根茎类,9.615,0.623,10.238,13.0,10.8,12.866126196522758,6.62,0.9435235946409,17.395
2020-07-15,1011010101,花叶类,208.992,8.450000000000001,217.442,7.158333333333334,5.500680272108843,7.093915381109996,4.1674999999999995,0.702199251616076,13.6225
2020-07-15,1011010201,花菜类,34.894,3.0680000000000005,37.962,10.0,9.083333333333334,9.92591714521539,5.3149999999999995,0.8675290959953699,13.16
2020-07-15,1011010501,茄类,37.756,0.414,38.17,7.533333333333334,6.9,7.526464064273863,4.123333333333334,0.8253348579483902,7.34
2020-07-15,1011010504,辣椒类,69.084,4.27,73.354,14.64,9.383333333333333,14.33400487135444,7.627,0.8793765401015392,10.063
2020-07-15,1011010801,食用菌,37.779,4.417,42.196,12.55,11.679166666666667,12.458842761557175,6.258571428571428,0.990684759892724,7.777142857142857
2020-07-16,1011010402,水生根茎类,10.183,1.171,11.354,13.0,11.6,12.855610357583227,6.63,0.9390060871166256,17.395
2020-07-16,1011010101,花叶类,192.549,19.977,212.526,7.976923076923077,6.741883116883117,7.860831900870649,4.628461538461539,0.6983682019497828,13.15846153846154
2020-07-16,1011010201,花菜类,35.300000000000004,4.15,39.45,10.0,8.583333333333334,9.850971694127589,5.28,0.8657143360090129,13.16
2020-07-16,1011010501,茄类,24.031,2.5549999999999997,26.586,7.533333333333334,4.791666666666667,7.269850359838512,4.273333333333333,0.7012130327235206,7.34
2020-07-16,1011010504,辣椒类,64.325,8.331,72.656,15.155555555555557,10.573809523809524,14.630195968040743,7.872999999999999,0.8582746053652667,10.063
2020-07-16,1011010801,食用菌,49.664,3.595,53.259,11.6,13.934090909090909,11.757551903306142,6.46,0.8200544741959973,8.7
2020-07-17,1011010402,水生根茎类,10.727,0.0,10.727,13.0,0.0,12.999999999999998,6.71,0.937406855439642,17.395
2020-07-17,1011010101,花叶类,167.43200000000002,28.238,195.67,7.744387755102041,6.618015873015874,7.581836064979134,4.527142857142858,0.6747507874677795,13.54142857142857
2020-07-17,1011010201,花菜类,39.855,4.343,44.198,10.0,8.20625,9.823741883116885,5.47,0.7959308744272184,13.16
2020-07-17,1011010501,茄类,32.498999999999995,4.752,37.251,7.533333333333334,6.841666666666666,7.445099460417171,4.25,0.751788108333452,7.34
2020-07-17,1011010504,辣椒类,55.82,5.205,61.025,14.44,13.311224489795917,14.343723448904347,7.948,0.8046959548193694,10.063
2020-07-17,1011010801,食用菌,45.986,5.922,51.908,11.742857142857144,11.083928571428572,11.667682314314336,6.517142857142858,0.7903063612494597,8.7
2020-07-18,1011010402,水生根茎类,7.242,3.176,10.418,13.0,11.7,12.603685928201193,6.725,0.8741540413682072,17.395
2020-07-18,1011010101,花叶类,230.29,43.975,274.265,7.678846153846154,6.155220150220151,7.434551571929199,4.546153846153846,0.6353497535546462,12.441538461538462
2020-07-18,1011010201,花菜类,51.370999999999995,9.717,61.087999999999994,10.0,8.79747899159664,9.808720261939245,5.48,0.7899124565582558,13.16
2020-07-18,1011010501,茄类,48.153,8.432,56.584999999999994,7.533333333333334,6.635555555555555,7.39955119633197,4.079999999999999,0.8136154892970519,7.34
2020-07-18,1011010504,辣椒类,71.212,13.839,85.051,14.56,12.516666666666666,14.227520781648655,8.194999999999999,0.7361221210065478,10.063
2020-07-18,1011010801,食用菌,56.689,15.003,71.69200000000001,11.742857142857144,10.117301587301588,11.402676788005833,6.554285714285714,0.7397283678300094,8.7
2020-07-19,1011010402,水生根茎类,8.203999999999999,2.92,11.124,13.0,11.733333333333334,12.66750569339566,6.715,0.8864490980484976,17.395
2020-07-19,1011010101,花叶类,267.826,51.965,319.791,7.722978315806636,6.986127640036731,7.6032424715634175,4.654166666666667,0.6336420708820234,11.935
2020-07-19,1011010201,花菜类,67.928,8.423,76.351,10.0,9.15,9.906228471139867,5.57,0.7784970325206224,13.16
2020-07-19,1011010501,茄类,59.817,11.955,71.772,8.0,7.1499999999999995,7.858416234743353,4.096666666666667,0.9182464364711196,7.34
2020-07-19,1011010504,辣椒类,91.868,10.843,102.711,14.4590099009901,11.676607142857142,14.165277067053754,7.927,0.7869656953518046,10.063
2020-07-19,1011010801,食用菌,69.867,9.954,79.821,11.742857142857144,13.360752688172044,11.944615229802492,6.569999999999999,0.8180540684630888,8.7
2020-07-20,1011010402,水生根茎类,9.003,0.5449999999999999,9.548,13.0,9.05,12.774533933808128,6.720000000000001,0.9009723115785904,17.395
2020-07-20,1011010101,花叶类,182.337,22.66,204.997,7.728044871794872,6.397853535353536,7.581007911821016,4.575,0.6570509096876537,11.935
2020-07-20,1011010201,花菜类,42.510000000000005,4.921,47.431,10.0,6.728571428571429,9.660586957896736,5.62,0.7189656508713054,13.16
2020-07-20,1011010501,茄类,30.078,3.869,33.947,8.0,7.0,7.886028220461307,4.09,0.9281242592814932,7.34
2020-07-20,1011010504,辣椒类,59.188,8.161999999999999,67.35,14.17777777777778,10.525263157894736,13.73513747595914,8.348888888888888,0.6451455587387845,9.366666666666667
2020-07-20,1011010801,食用菌,48.867,3.75,52.617,11.742857142857144,10.529166666666669,11.656357736092898,6.587142857142857,0.7695620072142765,8.7
2020-07-21,1011010402,水生根茎类,11.445,1.299,12.744,17.266666666666666,15.466666666666669,17.083192090395478,11.17,0.5293815658366587,19.613333333333333
2020-07-21,1011010101,花叶类,200.51,14.48,214.99,7.530769230769232,5.779190476190476,7.412796951285067,4.4884615384615385,0.6515228854619686,12.441538461538462
2020-07-21,1011010201,花菜类,44.897000000000006,4.1080000000000005,49.005,10.0,8.175,9.847013570043874,5.57,0.767865991031216,13.16
2020-07-21,1011010501,茄类,25.59,1.504,27.094,7.866666666666667,7.1,7.8241086587436355,4.2,0.8628830139865798,7.34
2020-07-21,1011010504,辣椒类,53.786,3.207,56.992999999999995,13.56,11.78,13.459839278507886,7.815,0.7223082889965305,10.063
2020-07-21,1011010801,食用菌,42.027,3.878,45.905,11.742857142857144,11.914166666666668,11.757329168417176,6.594285714285715,0.782957196250438,8.7
2020-07-22,1011010402,水生根茎类,9.799,1.051,10.85,19.266666666666666,14.6,18.81462365591398,11.173333333333332,0.6838863653860963,19.613333333333333
2020-07-22,1011010101,花叶类,205.082,27.328,232.41,7.607692307692308,6.654722222222222,7.495637032550419,4.450769230769231,0.6841216976003361,12.441538461538462
2020-07-22,1011010201,花菜类,48.839,4.836,53.675,10.0,8.636111111111111,9.87711659680174,5.5600000000000005,0.7764598195686581,13.16
2020-07-22,1011010501,茄类,46.498,1.749,48.247,7.866666666666667,7.8375,7.865609347040576,4.136666666666667,0.9014365867140796,7.34
2020-07-22,1011010504,辣椒类,74.135,7.174,81.30900000000001,14.288888888888888,12.49031746031746,14.13019856643293,8.118888888888888,0.7404103886396112,9.366666666666667
2020-07-22,1011010801,食用菌,62.714,3.964,66.678,11.457142857142856,11.119940476190475,11.437096211501188,6.582857142857143,0.7374061085179757,8.7
2020-07-23,1011010402,水生根茎类,25.973,4.444,30.417,10.3,8.125,9.982227044087187,5.31,0.8798920986981521,15.653333333333334
2020-07-23,1011010101,花叶类,171.919,28.065,199.984,7.884615384615385,6.696918604651162,7.717938499816121,4.510769230769229,0.7110027369987996,12.441538461538462
2020-07-23,1011010201,花菜类,36.344,3.081,39.425,11.0,10.11,10.93044793912492,6.515,0.677735677532605,13.16
2020-07-23,1011010501,茄类,40.714,3.428,44.142,7.866666666666667,5.199999999999999,7.659577424372859,4.286666666666666,0.7868376573187076,7.34
2020-07-23,1011010504,辣椒类,53.861,3.778,57.639,14.22,11.448333333333334,14.038328620089406,7.833,0.7922033218548966,10.063
2020-07-23,1011010801,食用菌,52.727,4.032,56.759,11.457142857142856,12.718333333333334,11.5467342875768,6.6071428571428585,0.7476138381197314,8.7
2020-07-24,1011010402,水生根茎类,10.983,0.757,11.739999999999998,19.933333333333337,14.8,19.60233390119251,12.293333333333331,0.5945499377325796,19.613333333333333
2020-07-24,1011010101,花叶类,159.929,16.396,176.325,8.2797925781883,7.460285714285715,8.203588780992515,4.835454545454545,0.6965496632998247,10.995454545454546
2020-07-24,1011010201,花菜类,33.834999999999994,3.86,37.69499999999999,11.0,8.625,10.756797983817483,6.665000000000001,0.6139231783672141,13.16
2020-07-24,1011010501,茄类,32.416,2.554,34.97,7.866666666666667,8.04,7.879325898389096,4.396666666666667,0.7921135477761398,7.34
2020-07-24,1011010504,辣椒类,52.234,5.346,57.58,12.75,12.557638888888889,12.732140283084403,7.636666666666666,0.6672379244545272,10.18888888888889
2020-07-24,1011010801,食用菌,44.264,4.937,49.201,11.542857142857144,11.323,11.520795910071516,6.562857142857143,0.7554543180344058,8.7
2020-07-25,1011010402,水生根茎类,7.516,2.9080000000000004,10.424,14.0,11.86,13.40300076745971,7.46,0.7966488964423204,17.395
2020-07-25,1011010101,花叶类,204.513,22.624,227.137,7.884615384615385,6.937531194295899,7.790280984135551,4.640769230769231,0.6786615745692385,12.441538461538462
2020-07-25,1011010201,花菜类,49.636,7.785,57.42100000000001,11.0,9.51875,10.799175715330628,6.925,0.5594477567264443,13.16
2020-07-25,1011010501,茄类,49.419,12.454999999999998,61.873999999999995,7.066666666666666,6.163888888888889,6.884940946295877,4.583333333333333,0.5021689337372822,7.34
2020-07-25,1011010504,辣椒类,81.697,12.509,94.20600000000002,14.16,12.885299145299143,13.990740791547744,8.156,0.7153924462417536,10.063
2020-07-25,1011010801,食用菌,58.697,8.315999999999999,67.013,11.542857142857144,10.290416666666667,11.38743513518699,6.548571428571428,0.7389189778863207,8.7
2020-07-26,1011010402,水生根茎类,11.031,1.957,12.988,19.933333333333337,22.15,20.267335232522328,12.36,0.6397520414662078,19.613333333333333
2020-07-26,1011010101,花叶类,215.73,35.095,250.825,7.992307692307692,6.456570247933885,7.777429966362118,4.64923076923077,0.6728423157297736,12.441538461538462
2020-07-26,1011010201,花菜类,54.93,9.189,64.119,11.0,9.53125,10.789511006877838,7.04,0.5326009952951474,13.16
2020-07-26,1011010501,茄类,61.884,7.637,69.521,7.533333333333334,6.633333333333334,7.434466803795496,4.669999999999999,0.591962913018308,7.34
2020-07-26,1011010504,辣椒类,88.468,13.593,102.061,14.288888888888891,12.766333333333332,14.08610724196532,8.213333333333333,0.7150292908236998,9.405555555555557
2020-07-26,1011010801,食用菌,61.675999999999995,9.619,71.295,11.542857142857144,11.358351648351649,11.517963975711504,6.53142857142857,0.7634678003057862,8.7
2020-07-27,1011010402,水生根茎类,16.436,0.829,17.265,19.266666666666666,20.15,19.309080992373776,12.093333333333334,0.5966715263815139,19.613333333333333
2020-07-27,1011010101,花叶类,179.605,18.404,198.009,8.209656084656086,6.551904761904762,8.055575940097429,4.733333333333333,0.7018822408656539,12.844166666666666
2020-07-27,1011010201,花菜类,37.663,5.213,42.876000000000005,11.0,8.899999999999999,10.744675342849144,7.045,0.5251490905392681,13.16
2020-07-27,1011010501,茄类,30.576,5.545,36.121,7.533333333333334,5.73,7.256500373743806,4.87,0.4900411445059149,7.34
2020-07-27,1011010504,辣椒类,68.303,3.099,71.402,15.44,14.9,15.416562841376992,8.549,0.8033176794218029,10.063
2020-07-27,1011010801,食用菌,40.979,11.798,52.777,11.6,8.101515151515152,10.81793348916338,5.981249999999999,0.808640917728465,8.3575
2020-07-28,1011010402,水生根茎类,13.508,0.451,13.959,12.0,10.4,11.948305752561073,6.895,0.7328942353243036,17.395
2020-07-28,1011010101,花叶类,142.605,22.838,165.44299999999998,8.105128205128207,6.288518518518518,7.854360677805854,4.6923076923076925,0.6738801444504278,12.441538461538462
2020-07-28,1011010201,花菜类,32.735,2.202,34.937,11.0,9.65,10.914912556888114,6.965,0.5671087662438067,13.16
2020-07-28,1011010501,茄类,33.677,6.663,40.34,7.666666666666667,6.688888888888889,7.505166088249875,4.823333333333333,0.556012319609511,7.34
2020-07-28,1011010504,辣椒类,57.4,8.601,66.001,14.78,12.888541666666669,14.533512323676916,8.815000000000001,0.6487251643422476,10.063
2020-07-28,1011010801,食用菌,42.392,5.336,47.728,10.8875,13.060714285714289,11.130465794262724,6.00375,0.8539189330439682,8.3575
2020-07-29,1011010402,水生根茎类,18.054,0.543,18.597,13.0,11.4,12.95328278754638,6.895,0.8786487001517593,17.395
2020-07-29,1011010101,花叶类,175.106,18.623,193.729,8.159722222222223,6.402764550264551,7.99082741181765,4.742500000000001,0.6849398865192723,11.935
2020-07-29,1011010201,花菜类,38.031000000000006,4.189,42.22,11.0,9.916666666666666,10.89251342175904,6.949999999999999,0.5672681182387111,13.16
2020-07-29,1011010501,茄类,35.535000000000004,5.242,40.777,7.666666666666667,7.035555555555557,7.585535527925602,4.733333333333334,0.602577928434986,7.34
2020-07-29,1011010504,辣椒类,74.515,7.978999999999999,82.494,15.11111111111111,11.186176470588236,14.731482853338038,8.747,0.6841754719718804,10.063
2020-07-29,1011010801,食用菌,49.942,4.373,54.315,11.6,12.694666666666668,11.688133615637176,6.6085714285714285,0.7686324104941686,8.7
2020-07-30,1011010402,水生根茎类,8.316,2.3289999999999997,10.645,13.0,11.02,12.566799436355096,7.255000000000001,0.732157055321171,17.395
2020-07-30,1011010101,花叶类,175.812,25.931,201.743,8.298295454545455,6.95840909090909,8.126073403245265,4.804545454545455,0.6913303204483994,12.32818181818182
2020-07-30,1011010201,花菜类,32.394,5.804,38.198,11.0,9.95,10.840457615581968,6.975,0.5541874717680242,13.16
2020-07-30,1011010501,茄类,40.509,5.8020000000000005,46.311,7.666666666666667,6.802777777777778,7.558435720815069,4.72,0.6013635001726843,7.34
2020-07-30,1011010504,辣椒类,61.789,5.854,67.643,14.22,11.752666666666666,14.006470598090957,8.227,0.7025003765760248,9.138
2020-07-30,1011010801,食用菌,47.711,3.063,50.774,11.600000000000003,12.007954545454544,11.624610327583552,6.604285714285715,0.7601616329890732,8.7
2020-07-31,1011010402,水生根茎类,19.062,0.0,19.062,12.5,0.0,12.5,7.38,0.6937669376693767,17.395
2020-07-31,1011010101,花叶类,195.166,2.0,197.166,8.26923076923077,5.9,8.2451979160083,4.732307692307692,0.7423207559835486,12.441538461538462
2020-07-31,1011010201,花菜类,36.922,0.627,37.549,11.0,3.9,10.8814429145916,7.029999999999999,0.5478581670827312,13.16
2020-07-31,1011010501,茄类,34.092,0.0,34.092,7.666666666666667,0.0,7.666666666666667,4.683333333333334,0.6370106761565836,7.34
2020-07-31,1011010504,辣椒类,41.104,0.0,41.104,15.0,0.0,14.999999999999998,8.341000000000001,0.7983455221196495,10.063
2020-07-31,1011010801,食用菌,45.587,0.0,45.587,11.6,0.0,11.6,6.657142857142857,0.7424892703862662,8.7
2020-08-01,1011010402,水生根茎类,19.1,2.332,21.432,12.5,9.7,12.195334079880553,7.415,0.6446842993770132,17.395
2020-08-01,1011010101,花叶类,202.487,27.403,229.89,8.392857142857142,6.4692592592592595,8.163563337975534,4.729285714285714,0.7261725831695737,13.54142857142857
2020-08-01,1011010201,花菜类,50.602999999999994,3.759,54.361999999999995,11.0,9.65,10.906650785475149,7.25,0.5043656255827792,13.16
2020-08-01,1011010501,茄类,45.654,3.151,48.805,7.333333333333333,6.433333333333334,7.275226581975889,4.43,0.6422633367891398,7.34
2020-08-01,1011010504,辣椒类,62.532,3.624,66.15599999999999,14.727272727272728,11.645238095238096,14.55844006649376,8.603636363636364,0.6921263813549382,9.76
2020-08-01,1011010801,食用菌,52.215,1.582,53.797,11.6,12.844444444444443,11.636595183952846,6.648571428571429,0.750239928828318,8.7
2020-08-02,1011010402,水生根茎类,50.274,5.88,56.154,18.933333333333337,9.0,17.893193717277487,12.246666666666668,0.4610664439801975,19.613333333333333
2020-08-02,1011010101,花叶类,234.102,9.036,243.138,9.547058823529412,6.8,9.444966910585276,5.573529411764706,0.6946114773609466,14.40529411764706
2020-08-02,1011010201,花菜类,49.219,0.0,49.219,11.0,0.0,11.0,7.375,0.4915254237288136,13.16
2020-08-02,1011010501,茄类,50.893,0.0,50.893,7.0,0.0,6.999999999999999,4.226666666666667,0.6561514195583594,7.34
2020-08-02,1011010504,辣椒类,67.963,0.0,67.963,14.454545454545457,0.0,14.454545454545457,8.144545454545453,0.7747516463891064,9.76
2020-08-02,1011010801,食用菌,54.961,0.0,54.961,10.8875,0.0,10.8875,6.078749999999999,0.7910754678182192,8.3575
