单品编码,单品名称,分类编码,分类名称,是否上架,进货量(kg),加成率,售价(元/kg),预测销量(kg),预测批发价(元/kg),预估收入(元),进货成本(元),预估利润(元),毛利润(元/kg),毛利率,单位利润率,单位收益(元/kg),总收益(元),库存周转率,库存风险,价格竞争力
102900005116899,净藕(1),1011010402,水生根茎类,1,6.206034286367841,0.3,8.780014285714286,6.206034286367841,6.753857142857143,54.489069691942305,41.914668993801776,12.57440069814053,2.0261571428571425,0.23076923076923073,0.23076923076923075,8.780014285714286,54.489069691942305,1.0,低,高
102900011008164,奶白菜,1011010101,花叶类,1,8.838997931606587,0.3,3.3528857142857142,8.838997931606587,2.579142857142857,29.6361498934847,22.797038379603617,6.8391115138810825,0.7737428571428571,0.23076923076923075,0.23076923076923075,3.3528857142857142,29.6361498934847,1.0,低,高
102900005118831,娃娃菜,1011010101,花叶类,1,5.83699758950783,0.3,6.273874285714285,5.83699758950783,4.826057142857143,36.62058908258945,28.16968390968419,8.450905172905259,1.4478171428571427,0.23076923076923075,0.23076923076923075,6.273874285714285,36.62058908258945,1.0,低,高
102900011032251,螺丝椒(份),1011010504,辣椒类,1,9.995032930885236,0.3,4.345491428571428,9.995032930885236,3.342685714285714,43.43332992945095,33.410253791885346,10.023076137565603,1.002805714285714,0.23076923076923075,0.23076923076923075,4.345491428571428,43.43332992945095,1.0,低,高
102900011023464,小青菜(1),1011010101,花叶类,1,4.894678802335403,0.3,3.7525799999999996,4.894678802335403,2.8865999999999996,18.367673780067786,14.128979830821374,4.238693949246413,0.86598,0.23076923076923078,0.23076923076923075,3.7525799999999996,18.367673780067786,1.0,低,高
102900005115823,上海青,1011010101,花叶类,1,6.8045061085843,0.3,5.465014285714285,6.8045061085843,4.203857142857142,37.18672309064332,28.605171608187167,8.581551482456153,1.2611571428571429,0.23076923076923078,0.23076923076923075,5.465014285714285,37.18672309064332,1.0,低,高
102900005115786,竹叶菜,1011010101,花叶类,1,12.958455793586568,0.3,3.0744257142857143,12.958455793586568,2.3649428571428572,39.83980970923724,30.64600746864403,9.193802240593207,0.7094828571428571,0.23076923076923075,0.23076923076923075,3.0744257142857143,39.83980970923724,1.0,低,高
102900005115946,木耳菜,1011010101,花叶类,1,5.0768984480701755,0.3,4.279191428571429,5.0768984480701755,3.2916857142857148,21.725020322709486,16.711554094391914,5.013466228317572,0.9875057142857142,0.23076923076923073,0.23076923076923075,4.279191428571429,21.725020322709486,1.0,低,高
102900005115762,苋菜,1011010101,花叶类,1,6.8045061085843,0.3,3.0820028571428577,6.8045061085843,2.370771428571429,20.97150726810284,16.131928667771415,4.839578600331425,0.7112314285714287,0.23076923076923078,0.23076923076923075,3.0820028571428577,20.97150726810284,1.0,低,高
102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,1,8.789653694503334,0.3,3.2316514285714275,8.789653694503334,2.4858857142857134,28.405096918489825,21.850074552684482,6.555022365805343,0.7457657142857141,0.2307692307692308,0.23076923076923075,3.2316514285714275,28.405096918489825,1.0,低,高
106949711300259,金针菇(盒),1011010801,食用菌,1,12.958455793586568,0.3,1.9264885714285713,12.958455793586568,1.4819142857142855,24.96431698970688,19.203320761312984,5.760996228393896,0.4445742857142858,0.23076923076923084,0.23076923076923075,1.9264885714285713,24.96431698970688,1.0,低,高
102900005115779,云南生菜,1011010101,花叶类,1,3.0681179708474815,0.3,6.870574285714286,3.0681179708474815,5.285057142857143,21.0797324360426,16.215178796955847,4.864553639086754,1.5855171428571433,0.2307692307692308,0.23076923076923075,6.870574285714286,21.0797324360426,1.0,低,高
106971533450003,海鲜菇(包),1011010801,食用菌,1,5.83699758950783,0.3,2.5913828571428574,5.83699758950783,1.9933714285714286,15.125895490634774,11.635304223565209,3.490591267069565,0.5980114285714289,0.23076923076923087,0.23076923076923075,2.5913828571428574,15.125895490634774,1.0,低,高
102900005119975,红薯尖,1011010101,花叶类,1,5.83699758950783,0.3,4.248882857142858,5.83699758950783,3.268371428571429,24.800718995244004,19.077476150187696,5.723242845056308,0.9805114285714289,0.2307692307692308,0.23076923076923075,4.248882857142858,24.800718995244004,1.0,低,高
102900011032022,小皱皮(份),1011010504,辣椒类,1,9.995032930885236,0.3,2.0458285714285713,9.995032930885236,1.5737142857142856,20.44812394237447,15.729326109518821,4.718797832855648,0.4721142857142857,0.23076923076923078,0.23076923076923075,2.0458285714285713,20.44812394237447,1.0,低,高
102900011034439,青红杭椒组合装(份),1011010504,辣椒类,1,4.030544552213107,0.3,4.284874285714286,4.030544552213107,3.2960571428571432,17.270376709203745,13.284905160925957,3.985471548277788,0.9888171428571431,0.23076923076923078,0.23076923076923075,4.284874285714286,17.270376709203745,1.0,低,高
102900005115908,菜心,1011010101,花叶类,1,2.5370361901271044,0.3,5.135408571428571,2.5370361901271044,3.9503142857142857,13.028717396803218,10.022090305233245,3.006627091569973,1.1850942857142854,0.23076923076923073,0.23076923076923075,5.135408571428571,13.028717396803218,1.0,低,高
